Run,Episode,Total Steps,Episode Reward
1,1,16,16.0
1,2,79,63.0
1,3,93,14.0
1,4,116,23.0
1,5,174,58.0
1,6,193,19.0
1,7,209,16.0
1,8,262,53.0
1,9,296,34.0
1,10,309,13.0
1,11,334,25.0
1,12,357,23.0
1,13,392,35.0
1,14,408,16.0
1,15,428,20.0
1,16,444,16.0
1,17,459,15.0
1,18,484,25.0
1,19,501,17.0
1,20,519,18.0
1,21,542,23.0
1,22,565,23.0
1,23,582,17.0
1,24,598,16.0
1,25,625,27.0
1,26,662,37.0
1,27,680,18.0
1,28,706,26.0
1,29,721,15.0
1,30,739,18.0
1,31,771,32.0
1,32,822,51.0
1,33,870,48.0
1,34,890,20.0
1,35,910,20.0
1,36,924,14.0
1,37,972,48.0
1,38,1042,70.0
1,39,1061,19.0
1,40,1084,23.0
1,41,1109,25.0
1,42,1121,12.0
1,43,1142,21.0
1,44,1163,21.0
1,45,1178,15.0
1,46,1216,38.0
1,47,1235,19.0
1,48,1265,30.0
1,49,1283,18.0
1,50,1297,14.0
1,51,1341,44.0
1,52,1367,26.0
1,53,1389,22.0
1,54,1404,15.0
1,55,1424,20.0
1,56,1437,13.0
1,57,1473,36.0
1,58,1500,27.0
1,59,1520,20.0
1,60,1537,17.0
1,61,1560,23.0
1,62,1586,26.0
1,63,1604,18.0
1,64,1641,37.0
1,65,1655,14.0
1,66,1697,42.0
1,67,1710,13.0
1,68,1738,28.0
1,69,1751,13.0
1,70,1790,39.0
1,71,1835,45.0
1,72,1856,21.0
1,73,1893,37.0
1,74,1908,15.0
1,75,1928,20.0
1,76,1967,39.0
1,77,1992,25.0
1,78,2053,61.0
1,79,2110,57.0
1,80,2143,33.0
1,81,2171,28.0
1,82,2254,83.0
1,83,2266,12.0
1,84,2277,11.0
1,85,2327,50.0
1,86,2388,61.0
1,87,2433,45.0
1,88,2565,132.0
1,89,2592,27.0
1,90,2626,34.0
1,91,2654,28.0
1,92,2687,33.0
1,93,2715,28.0
1,94,2777,62.0
1,95,2813,36.0
1,96,2909,96.0
1,97,2933,24.0
1,98,2949,16.0
1,99,3005,56.0
1,100,3043,38.0
1,101,3062,19.0
1,102,3087,25.0
1,103,3144,57.0
1,104,3154,10.0
1,105,3167,13.0
1,106,3191,24.0
1,107,3236,45.0
1,108,3263,27.0
1,109,3281,18.0
1,110,3305,24.0
1,111,3323,18.0
1,112,3333,10.0
1,113,3371,38.0
1,114,3388,17.0
1,115,3451,63.0
1,116,3465,14.0
1,117,3480,15.0
1,118,3532,52.0
1,119,3546,14.0
1,120,3587,41.0
1,121,3678,91.0
1,122,3721,43.0
1,123,3746,25.0
1,124,3779,33.0
1,125,3823,44.0
1,126,3860,37.0
1,127,3894,34.0
1,128,3914,20.0
1,129,3932,18.0
1,130,3943,11.0
1,131,3979,36.0
1,132,4018,39.0
1,133,4079,61.0
1,134,4160,81.0
1,135,4194,34.0
1,136,4215,21.0
1,137,4251,36.0
1,138,4411,160.0
1,139,4468,57.0
1,140,4546,78.0
1,141,4631,85.0
1,142,4691,60.0
1,143,4760,69.0
1,144,4834,74.0
1,145,4870,36.0
1,146,4888,18.0
1,147,5048,160.0
1,148,5106,58.0
1,149,5213,107.0
1,150,5238,25.0
1,151,5308,70.0
1,152,5330,22.0
1,153,5344,14.0
1,154,5437,93.0
1,155,5469,32.0
1,156,5551,82.0
1,157,5727,176.0
1,158,5805,78.0
1,159,5839,34.0
1,160,5874,35.0
1,161,5951,77.0
1,162,6021,70.0
1,163,6058,37.0
1,164,6107,49.0
1,165,6239,132.0
1,166,6464,225.0
1,167,6609,145.0
1,168,6634,25.0
1,169,6670,36.0
1,170,6817,147.0
1,171,7038,221.0
1,172,7266,228.0
1,173,7348,82.0
1,174,7488,140.0
1,175,7640,152.0
1,176,7732,92.0
1,177,7753,21.0
1,178,7934,181.0
1,179,8106,172.0
1,180,8491,385.0
1,181,8801,310.0
1,182,8958,157.0
1,183,9141,183.0
1,184,9437,296.0
1,185,9571,134.0
1,186,9819,248.0
1,187,10063,244.0
1,188,10487,424.0
1,189,10863,376.0
1,190,11307,444.0
1,191,11587,280.0
1,192,11847,260.0
1,193,11996,149.0
1,194,12148,152.0
1,195,12346,198.0
1,196,12620,274.0
1,197,13120,500.0
1,198,13426,306.0
1,199,13926,500.0
1,200,14426,500.0
1,201,14836,410.0
1,202,15323,487.0
1,203,15450,127.0
1,204,15715,265.0
1,205,16052,337.0
1,206,16552,500.0
1,207,16965,413.0
1,208,17349,384.0
1,209,17849,500.0
1,210,18204,355.0
1,211,18704,500.0
1,212,19204,500.0
1,213,19704,500.0
1,214,20135,431.0
1,215,20635,500.0
1,216,21135,500.0
1,217,21635,500.0
1,218,22135,500.0
1,219,22608,473.0
1,220,23083,475.0
1,221,23503,420.0
1,222,24002,499.0
1,223,24477,475.0
1,224,24731,254.0
1,225,25231,500.0
1,226,25731,500.0
1,227,26231,500.0
1,228,26715,484.0
1,229,27215,500.0
1,230,27715,500.0
1,231,28122,407.0
1,232,28622,500.0
1,233,29122,500.0
1,234,29622,500.0
1,235,30094,472.0
1,236,30594,500.0
1,237,31094,500.0
1,238,31594,500.0
1,239,32094,500.0
1,240,32594,500.0
1,241,33094,500.0
1,242,33594,500.0
1,243,34094,500.0
1,244,34594,500.0
1,245,35094,500.0
1,246,35594,500.0
1,247,36094,500.0
1,248,36594,500.0
1,249,37094,500.0
1,250,37594,500.0
1,251,38094,500.0
1,252,38594,500.0
1,253,39094,500.0
1,254,39594,500.0
1,255,40094,500.0
1,256,40594,500.0
1,257,41094,500.0
1,258,41594,500.0
1,259,42094,500.0
1,260,42594,500.0
1,261,43094,500.0
1,262,43594,500.0
1,263,44094,500.0
1,264,44594,500.0
1,265,45094,500.0
1,266,45594,500.0
1,267,46094,500.0
1,268,46594,500.0
1,269,47094,500.0
1,270,47594,500.0
1,271,48094,500.0
1,272,48594,500.0
1,273,49094,500.0
1,274,49594,500.0
1,275,50094,500.0
1,276,50594,500.0
1,277,51094,500.0
1,278,51594,500.0
1,279,52094,500.0
1,280,52594,500.0
1,281,52996,402.0
1,282,53102,106.0
1,283,53602,500.0
1,284,54102,500.0
1,285,54602,500.0
1,286,55102,500.0
1,287,55602,500.0
1,288,56102,500.0
1,289,56602,500.0
1,290,57102,500.0
1,291,57184,82.0
1,292,57328,144.0
1,293,57828,500.0
1,294,58328,500.0
1,295,58828,500.0
1,296,59328,500.0
1,297,59828,500.0
1,298,60328,500.0
1,299,60828,500.0
1,300,61328,500.0
1,301,61828,500.0
1,302,62328,500.0
1,303,62828,500.0
1,304,63328,500.0
1,305,63828,500.0
1,306,64328,500.0
1,307,64828,500.0
1,308,65328,500.0
1,309,65828,500.0
1,310,66328,500.0
1,311,66828,500.0
1,312,67328,500.0
1,313,67828,500.0
1,314,68328,500.0
1,315,68828,500.0
1,316,69328,500.0
1,317,69828,500.0
1,318,70328,500.0
1,319,70828,500.0
1,320,71328,500.0
1,321,71828,500.0
1,322,72328,500.0
1,323,72828,500.0
1,324,73328,500.0
1,325,73828,500.0
1,326,74328,500.0
1,327,74828,500.0
1,328,75328,500.0
1,329,75828,500.0
1,330,76328,500.0
1,331,76828,500.0
1,332,77328,500.0
1,333,77828,500.0
1,334,78328,500.0
1,335,78828,500.0
1,336,79328,500.0
1,337,79828,500.0
1,338,80328,500.0
1,339,80828,500.0
1,340,81328,500.0
1,341,81828,500.0
1,342,82328,500.0
1,343,82828,500.0
1,344,83328,500.0
1,345,83828,500.0
1,346,84328,500.0
1,347,84828,500.0
1,348,85328,500.0
1,349,85828,500.0
1,350,86328,500.0
1,351,86828,500.0
1,352,87328,500.0
1,353,87828,500.0
1,354,88328,500.0
1,355,88828,500.0
1,356,89328,500.0
1,357,89828,500.0
1,358,90328,500.0
1,359,90828,500.0
1,360,91328,500.0
1,361,91828,500.0
1,362,92328,500.0
1,363,92828,500.0
1,364,93328,500.0
1,365,93828,500.0
1,366,94328,500.0
1,367,94828,500.0
1,368,95328,500.0
1,369,95828,500.0
1,370,96328,500.0
1,371,96828,500.0
1,372,97328,500.0
1,373,97828,500.0
1,374,98328,500.0
1,375,98828,500.0
1,376,99328,500.0
1,377,99828,500.0
1,378,100328,500.0
1,379,100828,500.0
1,380,101328,500.0
1,381,101828,500.0
1,382,102328,500.0
1,383,102828,500.0
1,384,103328,500.0
1,385,103828,500.0
1,386,104328,500.0
1,387,104828,500.0
1,388,105328,500.0
1,389,105828,500.0
1,390,106328,500.0
1,391,106828,500.0
1,392,107328,500.0
1,393,107828,500.0
1,394,108328,500.0
1,395,108828,500.0
1,396,109328,500.0
1,397,109828,500.0
1,398,110328,500.0
1,399,110828,500.0
1,400,111328,500.0
1,401,111828,500.0
1,402,112328,500.0
1,403,112828,500.0
1,404,113328,500.0
1,405,113828,500.0
1,406,114328,500.0
1,407,114828,500.0
1,408,115328,500.0
1,409,115828,500.0
1,410,116328,500.0
1,411,116828,500.0
1,412,117328,500.0
1,413,117828,500.0
1,414,118328,500.0
1,415,118828,500.0
1,416,119328,500.0
1,417,119828,500.0
1,418,120328,500.0
1,419,120828,500.0
1,420,121328,500.0
1,421,121828,500.0
1,422,122328,500.0
1,423,122828,500.0
1,424,123328,500.0
1,425,123828,500.0
1,426,124328,500.0
1,427,124828,500.0
1,428,125328,500.0
1,429,125828,500.0
1,430,126328,500.0
1,431,126828,500.0
1,432,127328,500.0
1,433,127828,500.0
1,434,128328,500.0
1,435,128828,500.0
1,436,129328,500.0
1,437,129828,500.0
1,438,130328,500.0
1,439,130828,500.0
1,440,131328,500.0
1,441,131828,500.0
1,442,132328,500.0
1,443,132828,500.0
1,444,133328,500.0
1,445,133828,500.0
1,446,134328,500.0
1,447,134828,500.0
1,448,135328,500.0
1,449,135828,500.0
1,450,136328,500.0
1,451,136828,500.0
1,452,137328,500.0
1,453,137828,500.0
1,454,138328,500.0
1,455,138828,500.0
1,456,139328,500.0
1,457,139828,500.0
1,458,140328,500.0
1,459,140828,500.0
1,460,141328,500.0
1,461,141828,500.0
1,462,142328,500.0
1,463,142828,500.0
1,464,143328,500.0
1,465,143828,500.0
1,466,144033,205.0
1,467,144533,500.0
1,468,145033,500.0
1,469,145533,500.0
1,470,146033,500.0
1,471,146533,500.0
1,472,147033,500.0
1,473,147533,500.0
1,474,148033,500.0
1,475,148533,500.0
1,476,149033,500.0
1,477,149533,500.0
1,478,150033,500.0
1,479,150533,500.0
1,480,151033,500.0
1,481,151533,500.0
1,482,152033,500.0
1,483,152533,500.0
1,484,152815,282.0
1,485,153315,500.0
1,486,153815,500.0
1,487,154315,500.0
