Run ID,Total Steps,Episode Reward
1,38900,315.0
1,39204,304.0
1,39341,137.0
1,39394,53.0
1,39665,271.0
1,39687,22.0
1,39757,70.0
1,39797,40.0
1,40214,417.0
1,40248,34.0
1,40479,231.0
1,40535,56.0
1,40779,244.0
1,40914,135.0
1,40931,17.0
1,41200,269.0
1,41358,158.0
1,41378,20.0
1,41437,59.0
1,41636,199.0
1,41928,292.0
1,42129,201.0
1,42212,83.0
1,42249,37.0
1,42401,152.0
1,42556,155.0
1,42723,167.0
1,42888,165.0
1,43029,141.0
1,43165,136.0
1,43186,21.0
1,43274,88.0
1,43312,38.0
1,43351,39.0
1,43367,16.0
1,43432,65.0
1,43572,140.0
1,43638,66.0
1,43752,114.0
1,43896,144.0
1,44040,144.0
1,44137,97.0
1,44213,76.0
1,44228,15.0
1,44248,20.0
1,44323,75.0
1,44490,167.0
1,44510,20.0
1,44664,154.0
1,44682,18.0
1,44701,19.0
1,44728,27.0
1,44872,144.0
1,45032,160.0
1,45043,11.0
1,45151,108.0
1,45165,14.0
1,45232,67.0
1,45358,126.0
1,45506,148.0
1,45532,26.0
1,45672,140.0
1,45693,21.0
1,45768,75.0
1,45786,18.0
1,45805,19.0
1,45944,139.0
1,46082,138.0
1,46205,123.0
1,46250,45.0
1,46378,128.0
1,46395,17.0
1,46417,22.0
1,46433,16.0
1,46582,149.0
1,46604,22.0
1,46735,131.0
1,46745,10.0
1,46766,21.0
1,46780,14.0
1,46911,131.0
1,47036,125.0
1,47047,11.0
1,47164,117.0
1,47186,22.0
1,47337,151.0
1,47363,26.0
1,47499,136.0
1,47605,106.0
1,47648,43.0
1,47827,179.0
1,47888,61.0
1,48029,141.0
1,48169,140.0
1,48222,53.0
1,48399,177.0
1,48419,20.0
1,48564,145.0
1,48699,135.0
1,48819,120.0
1,48968,149.0
1,48980,12.0
1,49163,183.0
1,49402,239.0
1,49638,236.0
1,49750,112.0
1,49800,50.0
1,49919,119.0
1,50039,120.0
1,50262,223.0
1,50432,170.0
1,50698,266.0
1,50725,27.0
1,51032,307.0
1,51068,36.0
1,51247,179.0
1,51472,225.0
1,51622,150.0
1,51781,159.0
1,51920,139.0
1,52065,145.0
1,52218,153.0
1,52231,13.0
1,52312,81.0
1,52379,67.0
1,52504,125.0
1,52632,128.0
1,52780,148.0
1,52899,119.0
1,52922,23.0
1,53065,143.0
1,53096,31.0
1,53233,137.0
1,53251,18.0
1,53394,143.0
1,53527,133.0
1,53594,67.0
1,53740,146.0
1,53879,139.0
1,53906,27.0
1,54035,129.0
1,54205,170.0
1,54341,136.0
1,54430,89.0
1,54580,150.0
1,54633,53.0
1,54760,127.0
1,54887,127.0
1,55026,139.0
1,55142,116.0
1,55221,79.0
1,55287,66.0
1,55386,99.0
1,55425,39.0
1,55579,154.0
1,55717,138.0
1,55845,128.0
1,55924,79.0
1,56051,127.0
1,56179,128.0
1,56323,144.0
1,56393,70.0
1,56524,131.0
1,56575,51.0
1,56687,112.0
1,56706,19.0
1,56837,131.0
1,56889,52.0
1,57032,143.0
1,57154,122.0
1,57283,129.0
1,57398,115.0
1,57529,131.0
1,57620,91.0
1,57731,111.0
1,57852,121.0
1,57938,86.0
1,58068,130.0
1,58223,155.0
1,58316,93.0
1,58400,84.0
1,58525,125.0
1,58643,118.0
1,58768,125.0
1,58790,22.0
1,58805,15.0
1,58919,114.0
1,59050,131.0
1,59180,130.0
1,59317,137.0
1,59463,146.0
1,59593,130.0
1,59721,128.0
1,59818,97.0
1,59842,24.0
1,59861,19.0
1,59976,115.0
1,60039,63.0
1,60049,10.0
1,60062,13.0
1,60083,21.0
1,60228,145.0
1,60290,62.0
1,60422,132.0
1,60564,142.0
1,60725,161.0
1,60882,157.0
1,61029,147.0
1,61177,148.0
1,61271,94.0
1,61406,135.0
1,61560,154.0
1,61577,17.0
1,61705,128.0
1,61802,97.0
1,61955,153.0
1,62085,130.0
1,62149,64.0
1,62265,116.0
1,62419,154.0
1,62593,174.0
1,62669,76.0
1,62812,143.0
1,62938,126.0
1,63103,165.0
1,63196,93.0
1,63359,163.0
1,63539,180.0
1,63733,194.0
1,63918,185.0
1,64137,219.0
1,64310,173.0
1,64481,171.0
1,64533,52.0
1,64766,233.0
1,64778,12.0
1,64957,179.0
1,65135,178.0
1,65253,118.0
1,65268,15.0
1,65327,59.0
1,65475,148.0
1,65550,75.0
1,65694,144.0
1,65785,91.0
1,65875,90.0
1,65955,80.0
1,66083,128.0
1,66227,144.0
1,66376,149.0
1,66505,129.0
1,66536,31.0
1,66625,89.0
1,66762,137.0
1,66891,129.0
1,66989,98.0
1,67075,86.0
1,67094,19.0
1,67233,139.0
1,67246,13.0
1,67384,138.0
1,67515,131.0
1,67634,119.0
1,67755,121.0
1,67881,126.0
1,67938,57.0
1,68022,84.0
1,68154,132.0
1,68218,64.0
1,68354,136.0
1,68490,136.0
1,68533,43.0
1,68692,159.0
1,68840,148.0
1,68899,59.0
1,69078,179.0
1,69225,147.0
1,69244,19.0
1,69291,47.0
1,69458,167.0
1,69663,205.0
1,70039,376.0
1,70150,111.0
1,70293,143.0
1,70464,171.0
1,70673,209.0
1,70934,261.0
1,71076,142.0
1,71221,145.0
1,71663,442.0
1,71730,67.0
1,71878,148.0
1,71940,62.0
1,72161,221.0
1,72175,14.0
1,72405,230.0
1,72652,247.0
1,72866,214.0
1,73075,209.0
1,73103,28.0
1,73372,269.0
1,73589,217.0
1,73792,203.0
1,73848,56.0
1,73871,23.0
1,74226,355.0
1,74328,102.0
1,74653,325.0
1,74839,186.0
1,74987,148.0
1,75156,169.0
1,75283,127.0
1,75466,183.0
1,75656,190.0
1,75737,81.0
1,75904,167.0
1,75919,15.0
1,76038,119.0
1,76156,118.0
1,76262,106.0
1,76382,120.0
1,76502,120.0
1,76593,91.0
1,76744,151.0
1,76865,121.0
1,77022,157.0
1,77197,175.0
1,77354,157.0
1,77553,199.0
1,77770,217.0
1,77968,198.0
1,78203,235.0
1,78674,471.0
1,79174,500.0
1,79663,489.0
1,79795,132.0
1,79974,179.0
1,80153,179.0
1,80169,16.0
1,80331,162.0
1,80357,26.0
1,80490,133.0
1,80640,150.0
1,80656,16.0
1,80776,120.0
1,80915,139.0
1,80945,30.0
1,81056,111.0
1,81078,22.0
1,81090,12.0
1,81212,122.0
1,81358,146.0
1,81422,64.0
1,81572,150.0
1,81761,189.0
1,81941,180.0
1,82130,189.0
1,82311,181.0
1,82479,168.0
1,82618,139.0
1,82635,17.0
1,82785,150.0
1,82932,147.0
1,83078,146.0
1,83214,136.0
1,83357,143.0
1,83507,150.0
1,83655,148.0
1,83753,98.0
1,83872,119.0
1,84012,140.0
1,84190,178.0
1,84322,132.0
1,84482,160.0
1,84663,181.0
1,84694,31.0
1,84843,149.0
1,85010,167.0
1,85110,100.0
1,85294,184.0
1,85499,205.0
1,85731,232.0
1,85926,195.0
1,86087,161.0
1,86246,159.0
1,86417,171.0
1,86542,125.0
1,86631,89.0
1,86834,203.0
1,87006,172.0
1,87317,311.0
1,87528,211.0
1,88000,472.0
1,88250,250.0
1,88481,231.0
1,88658,177.0
1,88791,133.0
1,88981,190.0
1,89146,165.0
1,89166,20.0
1,89304,138.0
1,89406,102.0
1,89544,138.0
1,89686,142.0
1,89829,143.0
1,89985,156.0
1,90270,285.0
1,90507,237.0
1,90544,37.0
1,90733,189.0
1,90979,246.0
1,91170,191.0
1,91320,150.0
1,91335,15.0
1,91480,145.0
1,91686,206.0
1,91916,230.0
1,91958,42.0
1,92178,220.0
1,92190,12.0
1,92209,19.0
1,92326,117.0
1,92339,13.0
1,92368,29.0
1,92493,125.0
1,92607,114.0
1,92619,12.0
1,92750,131.0
1,92886,136.0
1,92910,24.0
1,93056,146.0
1,93210,154.0
1,93374,164.0
1,93559,185.0
1,93572,13.0
1,93724,152.0
1,93831,107.0
1,93850,19.0
1,94051,201.0
1,94291,240.0
1,94517,226.0
1,94845,328.0
1,95173,328.0
1,95408,235.0
1,95618,210.0
1,95862,244.0
1,96055,193.0
1,96245,190.0
1,96511,266.0
1,96711,200.0
1,96883,172.0
1,97027,144.0
1,97292,265.0
1,97536,244.0
1,97712,176.0
1,97899,187.0
1,98399,500.0
1,98412,13.0
1,98426,14.0
1,98437,11.0
1,98452,15.0
1,98464,12.0
1,98479,15.0
1,98604,125.0
1,98736,132.0
1,98863,127.0
1,98977,114.0
1,99095,118.0
1,99133,38.0
1,99261,128.0
1,99399,138.0
1,99527,128.0
1,99602,75.0
1,99733,131.0
1,99881,148.0
1,100011,130.0
1,100177,166.0
1,100346,169.0
1,100482,136.0
1,100707,225.0
1,100799,92.0
1,100983,184.0
1,101134,151.0
1,101321,187.0
1,101501,180.0
1,101596,95.0
1,101784,188.0
1,102016,232.0
1,102208,192.0
1,102414,206.0
1,102654,240.0
1,103154,500.0
1,103654,500.0
1,103672,18.0
1,104155,483.0
1,104525,370.0
1,104855,330.0
1,105124,269.0
1,105362,238.0
1,105579,217.0
1,105736,157.0
1,105897,161.0
1,106210,313.0
1,106400,190.0
1,106597,197.0
1,106800,203.0
1,107100,300.0
1,107388,288.0
1,107626,238.0
1,107858,232.0
1,108149,291.0
1,108382,233.0
1,108592,210.0
1,108839,247.0
1,109069,230.0
1,109216,147.0
1,109365,149.0
1,109720,355.0
1,109943,223.0
1,110356,413.0
1,110820,464.0
1,111262,442.0
1,111503,241.0
1,111774,271.0
1,112274,500.0
1,112774,500.0
1,112788,14.0
1,112798,10.0
1,112807,9.0
1,112817,10.0
1,112827,10.0
1,112837,10.0
1,112848,11.0
1,112856,8.0
1,112866,10.0
1,112882,16.0
1,112893,11.0
1,112905,12.0
1,112920,15.0
1,112931,11.0
1,112942,11.0
1,112954,12.0
1,112965,11.0
1,112973,8.0
1,112983,10.0
1,112992,9.0
1,113005,13.0
1,113017,12.0
1,113031,14.0
1,113042,11.0
1,113053,11.0
1,113064,11.0
1,113263,199.0
1,113763,500.0
1,113965,202.0
1,114255,290.0
1,114711,456.0
1,115211,500.0
1,115629,418.0
1,116129,500.0
1,116318,189.0
1,116546,228.0
1,116752,206.0
1,116874,122.0
1,117104,230.0
1,117316,212.0
1,117481,165.0
1,117592,111.0
1,117606,14.0
1,117753,147.0
1,117910,157.0
1,118061,151.0
1,118220,159.0
1,118375,155.0
1,118505,130.0
1,118651,146.0
1,118785,134.0
1,118916,131.0
1,118929,13.0
1,118949,20.0
1,118963,14.0
1,118977,14.0
1,118994,17.0
1,119006,12.0
1,119017,11.0
1,119028,11.0
1,119043,15.0
1,119055,12.0
1,119065,10.0
1,119079,14.0
1,119097,18.0
1,119216,119.0
1,119364,148.0
1,119524,160.0
1,119697,173.0
1,119853,156.0
1,119996,143.0
1,120170,174.0
1,120319,149.0
1,120452,133.0
1,120613,161.0
1,120765,152.0
1,120921,156.0
1,120938,17.0
1,120953,15.0
1,121094,141.0
1,121250,156.0
1,121419,169.0
1,121612,193.0
1,121815,203.0
1,121858,43.0
1,122001,143.0
1,122157,156.0
1,122325,168.0
1,122512,187.0
1,122724,212.0
1,122971,247.0
1,123181,210.0
1,123365,184.0
1,123550,185.0
1,123734,184.0
1,123880,146.0
1,124014,134.0
1,124156,142.0
1,124276,120.0
1,124395,119.0
1,124408,13.0
1,124546,138.0
1,124763,217.0
1,125211,448.0
1,125385,174.0
1,125578,193.0
1,125720,142.0
1,125922,202.0
1,126071,149.0
1,126246,175.0
1,126394,148.0
1,126546,152.0
1,126730,184.0
1,126999,269.0
1,127499,500.0
1,127892,393.0
1,128236,344.0
1,128437,201.0
1,128639,202.0
1,128653,14.0
1,128972,319.0
1,129469,497.0
1,129714,245.0
1,130173,459.0
1,130450,277.0
1,130677,227.0
1,131177,500.0
1,131547,370.0
1,132047,500.0
1,132547,500.0
1,132561,14.0
1,132821,260.0
1,133321,500.0
1,133727,406.0
1,133741,14.0
1,133756,15.0
1,133926,170.0
1,134074,148.0
1,134246,172.0
1,134413,167.0
1,134573,160.0
1,134617,44.0
1,134771,154.0
1,134987,216.0
1,135179,192.0
1,135346,167.0
1,135494,148.0
1,135725,231.0
1,135911,186.0
1,136077,166.0
1,136193,116.0
1,136342,149.0
1,136515,173.0
1,136715,200.0
1,136915,200.0
1,137050,135.0
1,137195,145.0
1,137346,151.0
1,137492,146.0
1,137539,47.0
1,137672,133.0
1,137842,170.0
1,138006,164.0
1,138136,130.0
1,138305,169.0
1,138448,143.0
1,138591,143.0
1,138667,76.0
1,138797,130.0
1,138949,152.0
1,139102,153.0
1,139227,125.0
1,139357,130.0
1,139452,95.0
1,139467,15.0
1,139583,116.0
1,139599,16.0
1,139712,113.0
1,139835,123.0
1,139946,111.0
1,139970,24.0
1,140086,116.0
1,140103,17.0
1,140127,24.0
1,140139,12.0
1,140166,27.0
1,140180,14.0
1,140295,115.0
1,140305,10.0
1,140423,118.0
1,140562,139.0
1,140668,106.0
1,140795,127.0
1,140916,121.0
1,141047,131.0
1,141173,126.0
1,141288,115.0
1,141377,89.0
1,141398,21.0
1,141531,133.0
1,141659,128.0
1,141790,131.0
1,141914,124.0
1,141926,12.0
1,142047,121.0
1,142166,119.0
1,142179,13.0
1,142196,17.0
1,142318,122.0
1,142430,112.0
1,142554,124.0
1,142671,117.0
1,142686,15.0
1,142816,130.0
1,142944,128.0
1,143063,119.0
1,143172,109.0
1,143288,116.0
1,143356,68.0
1,143470,114.0
1,143487,17.0
1,143619,132.0
1,143832,213.0
1,144332,500.0
1,144470,138.0
1,144970,500.0
1,145359,389.0
1,145667,308.0
1,145946,279.0
1,146312,366.0
1,146472,160.0
1,146678,206.0
1,147098,420.0
1,147325,227.0
1,147529,204.0
1,147677,148.0
1,147805,128.0
1,147927,122.0
1,148040,113.0
1,148198,158.0
1,148436,238.0
1,148688,252.0
1,148823,135.0
1,148967,144.0
1,149086,119.0
1,149117,31.0
1,149229,112.0
1,149266,37.0
1,149297,31.0
1,149452,155.0
1,149621,169.0
1,149762,141.0
1,149916,154.0
1,150060,144.0
1,150217,157.0
1,150370,153.0
1,150518,148.0
1,150645,127.0
1,150783,138.0
1,150909,126.0
1,151045,136.0
1,151192,147.0
1,151343,151.0
1,151504,161.0
1,151679,175.0
1,151698,19.0
1,151715,17.0
1,151729,14.0
1,151738,9.0
1,151752,14.0
1,151762,10.0
1,151775,13.0
1,151788,13.0
1,151801,13.0
1,151811,10.0
1,151822,11.0
1,151833,11.0
1,151844,11.0
1,151856,12.0
1,151866,10.0
1,151881,15.0
1,151891,10.0
1,151901,10.0
1,151912,11.0
1,151921,9.0
1,151932,11.0
1,151942,10.0
1,151956,14.0
1,151972,16.0
1,151987,15.0
1,152130,143.0
1,152282,152.0
1,152421,139.0
1,152569,148.0
1,152722,153.0
1,152746,24.0
1,152900,154.0
1,153072,172.0
1,153265,193.0
1,153481,216.0
1,153669,188.0
1,153994,325.0
1,154260,266.0
1,154506,246.0
1,154524,18.0
1,154739,215.0
1,154960,221.0
1,155201,241.0
1,155459,258.0
1,155576,117.0
1,155779,203.0
1,156233,454.0
1,156733,500.0
