Episode,Mean Total Reward,Std Dev,Smoothed Mean Return
1,22.0,10.276186062932103,22.0
2,22.4,13.305637902783918,22.2
3,20.0,6.6332495807108,21.46666666666667
4,17.6,8.404760555780278,20.5
5,22.2,5.192301994298868,20.84
6,21.6,10.031948963187563,20.966666666666665
7,24.4,10.873821775254548,21.457142857142856
8,21.8,11.443775600735973,21.5
9,28.0,12.312595177297109,22.22222222222222
10,22.8,5.344155686354955,22.28
11,22.6,9.178235124467012,22.30909090909091
12,19.2,5.035871324805669,22.05
13,23.0,9.252026804976301,22.123076923076926
14,23.4,13.001538370516007,22.214285714285715
15,19.4,5.083306010855534,22.026666666666664
16,12.8,2.9257477676655586,21.45
17,16.8,6.11228271597445,21.176470588235293
18,14.0,3.40587727318528,20.77777777777778
19,26.4,8.039900496896713,21.073684210526313
20,29.6,12.126005112979296,21.5
21,21.8,9.80612053770501,21.490000000000002
22,24.0,18.973665961010276,21.57
23,22.2,7.4404300950953095,21.68
24,15.8,2.6381811916545836,21.59
25,32.8,11.142710621747295,22.119999999999997
26,15.0,5.585696017507576,21.79
27,20.4,7.418894796396563,21.59
28,18.8,6.241794613730894,21.44
29,18.0,7.127411872482185,20.94
30,24.0,15.937377450509228,21.0
31,16.0,7.8230428862431785,20.67
32,35.6,19.96597105076535,21.49
33,24.0,8.579044235810887,21.54
34,26.6,10.05186549850325,21.7
35,28.4,16.329115101560156,22.15
36,18.4,10.96540012949824,22.43
37,41.4,13.602940858505562,23.66
38,17.8,6.675327707311455,23.85
39,19.4,7.445804187594514,23.5
40,19.2,6.337191807101944,22.979999999999997
41,21.8,6.11228271597445,22.979999999999997
42,18.2,4.707440918375928,22.689999999999998
43,19.2,12.464349160706307,22.54
44,15.8,4.261455150532504,22.54
45,32.8,12.890306435457616,22.54
46,13.8,4.707440918375928,22.479999999999997
47,21.2,6.49307323229917,22.52
48,26.2,13.25745073534124,22.889999999999997
49,21.2,10.777754868245983,23.05
50,16.8,3.8678159211627436,22.689999999999998
51,17.0,10.714476188783099,22.74
52,24.4,8.777243302996677,22.18
53,18.2,4.4,21.89
54,18.6,4.715930449020639,21.49
55,14.0,4.049691346263317,20.77
56,18.0,6.6932802122726045,20.75
57,18.6,8.309031231136395,19.61
58,25.6,15.081114017207087,20.0
59,17.0,4.774934554525329,19.880000000000003
60,17.6,5.1613951602255765,19.8
61,21.8,2.7129319932501073,19.8
62,23.6,9.436100889668358,20.07
63,15.8,4.534313619501853,19.9
64,14.6,3.006659275674582,19.84
65,15.6,4.317406628984581,18.98
66,13.8,2.4819347291981715,18.98
67,14.0,3.22490309931942,18.62
68,14.6,3.5552777669262356,18.04
69,29.2,21.469979040511426,18.44
70,16.2,8.009993757800315,18.410000000000004
71,14.8,1.9390719429665317,18.3
72,18.0,6.985699678629192,17.979999999999997
73,19.0,4.732863826479693,18.02
74,21.0,9.252026804976301,18.139999999999997
75,12.0,1.7888543819998317,18.04
76,16.2,8.657944328765344,17.95
77,28.4,17.46539435569664,18.44
78,18.4,7.08801805866774,18.08
79,25.0,16.34625339336204,18.479999999999997
80,23.0,13.19090595827292,18.75
81,15.4,3.4409301068170506,18.43
82,19.2,8.37615663654877,18.21
83,19.6,9.00222194794152,18.4
84,20.8,12.843675486401859,18.71
85,23.6,8.187795796183488,19.11
86,16.4,4.454211490264018,19.24
87,14.4,3.6110940170535577,19.259999999999998
88,17.2,5.3814496188294845,19.39
89,14.0,5.215361924162119,18.630000000000003
90,28.0,24.51938009004306,19.22
91,18.8,9.558242516278815,19.42
92,34.2,21.683173199511184,20.23
93,17.0,4.898979485566356,20.130000000000003
94,30.6,12.387090053761618,20.610000000000003
95,15.2,3.655133376499413,20.770000000000003
96,19.6,9.414881836751857,20.939999999999998
97,36.2,29.88243631299162,21.330000000000002
98,37.8,31.694794525284433,22.3
99,44.4,36.88685402687521,23.270000000000003
100,33.4,22.10520300743696,23.79
101,23.0,8.78635305459552,24.169999999999998
102,33.4,16.572265988693278,24.880000000000003
103,22.0,9.033271832508971,25.0
104,20.0,8.17312669668102,24.96
105,19.8,7.30479294709987,24.77
106,24.2,16.83330033000065,25.160000000000004
107,21.6,11.62067123706716,25.52
108,32.8,24.774180107523236,26.3
109,27.8,19.332873557751316,26.99
110,29.0,25.59687480924185,27.04
111,24.0,19.788885769542457,27.3
112,27.8,18.637596411554792,26.98
113,24.8,14.715977711317723,27.369999999999997
114,18.8,6.881860213634101,26.78
115,33.8,21.25464655081331,27.71
116,41.2,34.49869562751612,28.790000000000003
117,33.2,24.67711490429949,28.639999999999997
118,28.0,16.186414056238647,28.15
119,34.6,24.5161171477051,27.660000000000004
120,27.0,10.0,27.339999999999996
121,31.4,19.458674158328467,27.759999999999998
122,33.2,8.565045242145542,27.75
123,23.4,9.221713506718803,27.82
124,27.2,16.117071694324622,28.18
125,27.0,17.193021840269964,28.540000000000003
126,31.2,19.425756098540926,28.889999999999997
127,17.0,8.12403840463596,28.659999999999997
128,39.8,22.912005586591498,29.01
129,35.8,20.163333057805698,29.410000000000004
130,36.4,23.243063481391605,29.78
131,45.4,44.373866182698116,30.85
132,26.8,12.702755606560334,30.8
133,29.2,18.280043763623762,31.02
134,29.0,16.443843832875572,31.529999999999994
135,33.2,28.833314065504158,31.5
136,17.8,7.249827584156743,30.329999999999995
137,19.8,8.657944328765346,29.660000000000004
138,27.2,14.232357499725756,29.619999999999997
139,17.8,7.730459236035076,28.78
140,36.2,20.913153755471697,29.24
141,33.4,18.99052395275075,29.340000000000003
142,40.6,34.44183502660682,29.709999999999997
143,53.2,46.481824404814404,31.2
144,28.0,13.16054710108968,31.24
145,35.4,33.95644268765501,31.659999999999997
146,35.4,24.46712079505883,31.869999999999997
147,46.8,39.38222949504002,33.36
148,26.6,8.912911982062878,32.7
149,29.6,16.316862443496913,32.39
150,42.6,26.33324894501246,32.7
151,45.6,42.546915281839176,32.71
152,51.8,37.89142383178547,33.959999999999994
153,37.4,18.325937902328494,34.370000000000005
154,24.0,7.694153624668538,34.120000000000005
155,37.0,21.203773249117717,34.31
156,42.6,31.537913691301775,35.55
157,30.0,21.52208168370337,36.059999999999995
158,52.6,19.44839324982915,37.33
159,38.0,20.12958022413781,38.339999999999996
160,43.0,26.053790511171304,38.68
161,27.2,13.833293172632466,38.37
162,25.4,8.333066662399863,37.61
163,32.6,14.065560778013793,36.58
164,30.2,11.82201336490532,36.69
165,59.4,43.15831322005066,37.89
166,55.2,34.53925303187665,38.88
167,33.2,11.443775600735973,38.2
168,52.6,22.059918404200864,39.5
169,76.2,63.91682094722797,41.83
170,37.2,23.438429981549532,41.56
171,38.0,12.116104984688768,41.18
172,38.2,19.343215865000317,40.5
173,46.0,7.293833011524188,40.92999999999999
174,41.4,17.895250766614026,41.8
175,46.6,21.406541056415442,42.279999999999994
176,45.2,20.75957610357206,42.410000000000004
177,39.6,13.57350360076572,42.89
178,50.4,36.5928954853261,42.78
179,40.6,25.578115645997066,42.910000000000004
180,51.6,40.87346327386512,43.34
181,54.0,41.14365078599613,44.68
182,58.6,49.99439968636487,46.34
183,53.8,36.36151812012254,47.4
184,54.8,50.109480140987294,48.63
185,50.6,31.765389970847203,48.19
186,46.0,25.37715508089904,47.730000000000004
187,59.8,37.11280102606108,49.06
188,41.0,21.762352813976708,48.48
189,60.4,56.03784435539968,47.690000000000005
190,41.6,26.096743091811284,47.910000000000004
191,55.0,28.77498913987632,48.760000000000005
192,53.2,27.83810338367181,49.51
193,43.4,27.67381433774535,49.38
194,54.2,33.937589778886775,50.019999999999996
195,42.2,22.03088740836374,49.8
196,37.8,21.70161284328886,49.43
197,78.8,63.249980237151064,51.39
198,38.0,17.877359984069237,50.769999999999996
199,54.8,22.675096471680117,51.48
200,52.6,26.51490147068248,51.529999999999994
201,76.6,42.83269779035638,52.660000000000004
202,65.6,64.13298683205079,53.00999999999999
203,69.8,52.93921042101025,53.81
204,62.0,48.620983124572874,54.17
205,63.4,69.40778054368256,54.80999999999999
206,71.0,66.06966020799563,56.05999999999999
207,91.4,73.85011848331727,57.64
208,70.4,66.01393792222973,59.10999999999999
209,61.8,69.8209137723075,59.18000000000001
210,67.0,62.318536568183305,60.45
211,72.0,68.82150826594837,61.3
212,81.6,66.79101736012112,62.71999999999999
213,88.4,66.72510771815959,64.97
214,69.0,41.381155131291344,65.71000000000001
215,81.6,63.676055154194344,67.67999999999999
216,75.8,70.8615551621611,69.58
217,78.6,63.028882268369635,69.57000000000001
218,53.0,37.54996671103717,70.32000000000001
219,60.6,70.20997080187401,70.61
220,69.8,66.34576097988476,71.47
221,110.6,76.52868743157693,73.17
222,90.2,61.16011772388932,74.4
223,90.6,70.15582655774216,75.44
224,88.8,68.58396314008108,76.78
225,94.8,67.73300524854925,78.35
226,79.4,64.0393628950195,78.77000000000001
227,72.2,65.78571273460523,77.81
228,89.6,78.84059867859959,78.77000000000001
229,65.8,68.79651153946688,78.97
230,69.0,67.21011828586526,79.07
231,72.2,68.17741561543676,79.08
232,91.0,62.70885104991161,79.55
233,88.6,63.96436507931584,79.55999999999999
234,98.2,60.99639333599979,81.02
235,84.6,62.43268374817793,81.17
236,88.2,71.23875349835932,81.78999999999999
237,86.2,61.320143509290645,82.16999999999999
238,80.8,62.639923371600645,83.55999999999999
239,93.8,59.78093341526209,85.22
240,81.4,62.72352030937039,85.8
241,70.2,65.74922052769904,83.78
242,74.6,68.42397240733689,83.0
243,77.6,63.569174919924826,82.35
244,64.8,68.84300981218063,81.15
245,75.6,65.12940963957833,80.19
246,68.6,67.27733645143809,79.65
247,65.8,69.9925710343605,79.33
248,66.2,68.46721843334954,78.16
249,82.4,66.77005316756906,78.99
250,86.2,64.57677601119461,79.85
251,63.4,69.2288957011449,79.41
252,81.8,73.75201692157306,78.95
253,71.2,68.0217612238907,78.08000000000001
