Total Steps,Episode Reward
167896.0,200.0
168096.0,200.0
168296.0,200.0
168496.0,200.0
168696.0,200.0
168896.0,200.0
169096.0,200.0
169296.0,200.0
169496.0,200.0
169696.0,200.0
169710.0,14.0
169910.0,200.0
170110.0,200.0
170310.0,200.0
170320.0,10.0
170487.0,167.0
170687.0,200.0
170887.0,200.0
171087.0,200.0
171287.0,200.0
171487.0,200.0
171652.0,165.0
171784.0,132.0
171806.0,22.0
171939.0,133.0
172058.0,119.0
172075.0,17.0
172203.0,128.0
172402.0,199.0
172560.0,158.0
172760.0,200.0
172960.0,200.0
173160.0,200.0
173305.0,145.0
173473.0,168.0
173485.0,12.0
173676.0,191.0
173815.0,139.0
173985.0,170.0
174161.0,176.0
174325.0,164.0
174489.0,164.0
174648.0,159.0
174809.0,161.0
174967.0,158.0
175122.0,155.0
175285.0,163.0
175457.0,172.0
175639.0,182.0
175818.0,179.0
176018.0,200.0
176218.0,200.0
176418.0,200.0
176618.0,200.0
176782.0,164.0
176962.0,180.0
177147.0,185.0
177347.0,200.0
177532.0,185.0
177712.0,180.0
177862.0,150.0
177878.0,16.0
178055.0,177.0
178221.0,166.0
178421.0,200.0
178621.0,200.0
178821.0,200.0
179021.0,200.0
179036.0,15.0
179203.0,167.0
179373.0,170.0
179383.0,10.0
179393.0,10.0
179404.0,11.0
179417.0,13.0
179617.0,200.0
179817.0,200.0
180017.0,200.0
180217.0,200.0
180417.0,200.0
180617.0,200.0
180817.0,200.0
181017.0,200.0
181033.0,16.0
181233.0,200.0
181433.0,200.0
181633.0,200.0
181833.0,200.0
182033.0,200.0
182233.0,200.0
182433.0,200.0
182633.0,200.0
182833.0,200.0
183033.0,200.0
183233.0,200.0
183433.0,200.0
183623.0,190.0
183636.0,13.0
183836.0,200.0
184036.0,200.0
184236.0,200.0
184396.0,160.0
184570.0,174.0
184770.0,200.0
184970.0,200.0
185170.0,200.0
185273.0,103.0
185473.0,200.0
185673.0,200.0
185829.0,156.0
185839.0,10.0
186039.0,200.0
186239.0,200.0
186439.0,200.0
186639.0,200.0
186839.0,200.0
187039.0,200.0
187239.0,200.0
187439.0,200.0
187639.0,200.0
187839.0,200.0
188039.0,200.0
188239.0,200.0
188439.0,200.0
188639.0,200.0
188839.0,200.0
188853.0,14.0
189053.0,200.0
189253.0,200.0
189453.0,200.0
189653.0,200.0
189853.0,200.0
190053.0,200.0
190063.0,10.0
190263.0,200.0
190429.0,166.0
190629.0,200.0
190787.0,158.0
190957.0,170.0
191122.0,165.0
191245.0,123.0
191445.0,200.0
191645.0,200.0
191845.0,200.0
192045.0,200.0
192245.0,200.0
192445.0,200.0
192645.0,200.0
192845.0,200.0
193020.0,175.0
193184.0,164.0
193325.0,141.0
193336.0,11.0
193487.0,151.0
193669.0,182.0
193795.0,126.0
193809.0,14.0
193992.0,183.0
194125.0,133.0
194268.0,143.0
194389.0,121.0
194499.0,110.0
194601.0,102.0
194611.0,10.0
194734.0,123.0
194886.0,152.0
195016.0,130.0
195031.0,15.0
195157.0,126.0
195281.0,124.0
195398.0,117.0
195502.0,104.0
195620.0,118.0
195632.0,12.0
195760.0,128.0
195873.0,113.0
195986.0,113.0
196042.0,56.0
196075.0,33.0
196189.0,114.0
196297.0,108.0
196403.0,106.0
196491.0,88.0
196613.0,122.0
196750.0,137.0
196871.0,121.0
196887.0,16.0
197012.0,125.0
197179.0,167.0
197322.0,143.0
197335.0,13.0
197456.0,121.0
197577.0,121.0
197693.0,116.0
197812.0,119.0
197942.0,130.0
198075.0,133.0
198214.0,139.0
198355.0,141.0
198484.0,129.0
198628.0,144.0
198765.0,137.0
198906.0,141.0
199106.0,200.0
199304.0,198.0
199448.0,144.0
199641.0,193.0
199841.0,200.0
199970.0,129.0
200106.0,136.0
200118.0,12.0
200128.0,10.0
200230.0,102.0
200369.0,139.0
200569.0,200.0
200760.0,191.0
200938.0,178.0
201138.0,200.0
201338.0,200.0
201476.0,138.0
201632.0,156.0
201752.0,120.0
201873.0,121.0
202037.0,164.0
202172.0,135.0
202308.0,136.0
202460.0,152.0
202609.0,149.0
202790.0,181.0
202990.0,200.0
203190.0,200.0
203327.0,137.0
203527.0,200.0
203673.0,146.0
203843.0,170.0
204043.0,200.0
204211.0,168.0
204343.0,132.0
204355.0,12.0
204507.0,152.0
204627.0,120.0
204733.0,106.0
204845.0,112.0
204946.0,101.0
205062.0,116.0
205089.0,27.0
205195.0,106.0
205331.0,136.0
205498.0,167.0
205611.0,113.0
205811.0,200.0
205927.0,116.0
206061.0,134.0
206167.0,106.0
206293.0,126.0
206425.0,132.0
206552.0,127.0
206688.0,136.0
206824.0,136.0
206966.0,142.0
207095.0,129.0
207234.0,139.0
207388.0,154.0
207588.0,200.0
207725.0,137.0
207865.0,140.0
208001.0,136.0
208129.0,128.0
208271.0,142.0
208407.0,136.0
208559.0,152.0
208687.0,128.0
208841.0,154.0
209041.0,200.0
209212.0,171.0
209412.0,200.0
209559.0,147.0
209675.0,116.0
209687.0,12.0
209887.0,200.0
209999.0,112.0
210199.0,200.0
210399.0,200.0
210599.0,200.0
210748.0,149.0
210940.0,192.0
211140.0,200.0
211340.0,200.0
211540.0,200.0
211731.0,191.0
211894.0,163.0
212094.0,200.0
212294.0,200.0
212494.0,200.0
212650.0,156.0
212757.0,107.0
212853.0,96.0
212957.0,104.0
213063.0,106.0
213179.0,116.0
213304.0,125.0
213425.0,121.0
213541.0,116.0
213659.0,118.0
213775.0,116.0
213890.0,115.0
213954.0,64.0
214056.0,102.0
214175.0,119.0
214296.0,121.0
214406.0,110.0
214521.0,115.0
214643.0,122.0
214755.0,112.0
214880.0,125.0
214894.0,14.0
215021.0,127.0
215159.0,138.0
215292.0,133.0
215425.0,133.0
215559.0,134.0
215688.0,129.0
215817.0,129.0
215961.0,144.0
216102.0,141.0
216251.0,149.0
216379.0,128.0
216511.0,132.0
216706.0,195.0
216824.0,118.0
216986.0,162.0
217186.0,200.0
217386.0,200.0
217586.0,200.0
217786.0,200.0
217986.0,200.0
218186.0,200.0
218386.0,200.0
218586.0,200.0
218786.0,200.0
218986.0,200.0
219186.0,200.0
219386.0,200.0
219586.0,200.0
219786.0,200.0
219986.0,200.0
220186.0,200.0
220386.0,200.0
220586.0,200.0
220786.0,200.0
220986.0,200.0
221020.0,34.0
221044.0,24.0
221192.0,148.0
221337.0,145.0
221508.0,171.0
221708.0,200.0
221908.0,200.0
222108.0,200.0
222308.0,200.0
222508.0,200.0
222708.0,200.0
222896.0,188.0
223096.0,200.0
223221.0,125.0
223372.0,151.0
223517.0,145.0
223633.0,116.0
223755.0,122.0
223887.0,132.0
224087.0,200.0
224287.0,200.0
224487.0,200.0
224687.0,200.0
224887.0,200.0
225087.0,200.0
225233.0,146.0
225246.0,13.0
225381.0,135.0
225400.0,19.0
225541.0,141.0
225722.0,181.0
225886.0,164.0
226057.0,171.0
226223.0,166.0
226400.0,177.0
226553.0,153.0
226708.0,155.0
226867.0,159.0
227035.0,168.0
227184.0,149.0
227318.0,134.0
227472.0,154.0
227620.0,148.0
227816.0,196.0
227968.0,152.0
228131.0,163.0
228277.0,146.0
228409.0,132.0
228557.0,148.0
228721.0,164.0
228890.0,169.0
229090.0,200.0
229232.0,142.0
229246.0,14.0
229446.0,200.0
229627.0,181.0
229827.0,200.0
229972.0,145.0
230123.0,151.0
230283.0,160.0
230432.0,149.0
230577.0,145.0
230719.0,142.0
230848.0,129.0
231003.0,155.0
231163.0,160.0
231356.0,193.0
231518.0,162.0
231703.0,185.0
231822.0,119.0
232022.0,200.0
232222.0,200.0
232422.0,200.0
232622.0,200.0
232822.0,200.0
233022.0,200.0
233222.0,200.0
233422.0,200.0
233532.0,110.0
233732.0,200.0
233932.0,200.0
234132.0,200.0
234332.0,200.0
234532.0,200.0
234732.0,200.0
234932.0,200.0
235132.0,200.0
235332.0,200.0
235532.0,200.0
235732.0,200.0
235932.0,200.0
236132.0,200.0
236332.0,200.0
236532.0,200.0
236732.0,200.0
236932.0,200.0
237132.0,200.0
237332.0,200.0
237532.0,200.0
237732.0,200.0
237932.0,200.0
238132.0,200.0
238332.0,200.0
238532.0,200.0
238732.0,200.0
238932.0,200.0
239132.0,200.0
239332.0,200.0
239532.0,200.0
239693.0,161.0
239737.0,44.0
239747.0,10.0
239756.0,9.0
239767.0,11.0
239967.0,200.0
240157.0,190.0
240357.0,200.0
240557.0,200.0
240757.0,200.0
240957.0,200.0
241157.0,200.0
241357.0,200.0
241557.0,200.0
241757.0,200.0
241957.0,200.0
242157.0,200.0
242357.0,200.0
242557.0,200.0
242757.0,200.0
242957.0,200.0
243157.0,200.0
243357.0,200.0
243384.0,27.0
243520.0,136.0
243689.0,169.0
243833.0,144.0
243982.0,149.0
244161.0,179.0
244361.0,200.0
244537.0,176.0
244737.0,200.0
244934.0,197.0
245134.0,200.0
245334.0,200.0
245534.0,200.0
245734.0,200.0
245934.0,200.0
246134.0,200.0
246334.0,200.0
246534.0,200.0
246734.0,200.0
246934.0,200.0
247134.0,200.0
247334.0,200.0
247534.0,200.0
247734.0,200.0
247934.0,200.0
248134.0,200.0
248334.0,200.0
248534.0,200.0
248734.0,200.0
248934.0,200.0
249134.0,200.0
249334.0,200.0
249534.0,200.0
249734.0,200.0
249746.0,12.0
249771.0,25.0
249794.0,23.0
249994.0,200.0
250194.0,200.0
250394.0,200.0
250594.0,200.0
250794.0,200.0
250994.0,200.0
251194.0,200.0
251394.0,200.0
251594.0,200.0
251794.0,200.0
251994.0,200.0
252194.0,200.0
252394.0,200.0
252594.0,200.0
252794.0,200.0
252994.0,200.0
253194.0,200.0
253394.0,200.0
253594.0,200.0
253794.0,200.0
253994.0,200.0
254194.0,200.0
254394.0,200.0
254594.0,200.0
254794.0,200.0
254994.0,200.0
255194.0,200.0
255394.0,200.0
255594.0,200.0
255794.0,200.0
255994.0,200.0
256194.0,200.0
256394.0,200.0
256594.0,200.0
256794.0,200.0
256994.0,200.0
257194.0,200.0
257394.0,200.0
257594.0,200.0
257794.0,200.0
257994.0,200.0
258194.0,200.0
258394.0,200.0
258594.0,200.0
258607.0,13.0
258807.0,200.0
259007.0,200.0
259207.0,200.0
259342.0,135.0
259542.0,200.0
259553.0,11.0
259753.0,200.0
259953.0,200.0
260148.0,195.0
260348.0,200.0
260548.0,200.0
260748.0,200.0
260948.0,200.0
261148.0,200.0
261348.0,200.0
261548.0,200.0
261748.0,200.0
261948.0,200.0
262148.0,200.0
262348.0,200.0
262548.0,200.0
262748.0,200.0
262948.0,200.0
263148.0,200.0
263348.0,200.0
263548.0,200.0
263748.0,200.0
263948.0,200.0
264148.0,200.0
264348.0,200.0
264548.0,200.0
264748.0,200.0
264948.0,200.0
265148.0,200.0
265348.0,200.0
265548.0,200.0
265748.0,200.0
265948.0,200.0
266148.0,200.0
266348.0,200.0
266548.0,200.0
266597.0,49.0
266777.0,180.0
266940.0,163.0
267140.0,200.0
267337.0,197.0
267520.0,183.0
267720.0,200.0
267920.0,200.0
268120.0,200.0
268279.0,159.0
268473.0,194.0
268673.0,200.0
268873.0,200.0
269073.0,200.0
269273.0,200.0
269473.0,200.0
269673.0,200.0
269873.0,200.0
270073.0,200.0
270273.0,200.0
270473.0,200.0
270673.0,200.0
270873.0,200.0
271073.0,200.0
271212.0,139.0
271412.0,200.0
271612.0,200.0
271812.0,200.0
272012.0,200.0
272212.0,200.0
272412.0,200.0
272612.0,200.0
272812.0,200.0
273012.0,200.0
273212.0,200.0
273412.0,200.0
273612.0,200.0
273812.0,200.0
274012.0,200.0
274212.0,200.0
274412.0,200.0
274612.0,200.0
274812.0,200.0
275012.0,200.0
275212.0,200.0
275412.0,200.0
275612.0,200.0
275812.0,200.0
276012.0,200.0
276212.0,200.0
276412.0,200.0
276518.0,106.0
276718.0,200.0
276918.0,200.0
277118.0,200.0
277318.0,200.0
277518.0,200.0
277556.0,38.0
277756.0,200.0
277956.0,200.0
278156.0,200.0
278356.0,200.0
278556.0,200.0
278756.0,200.0
278956.0,200.0
279156.0,200.0
279356.0,200.0
279370.0,14.0
279382.0,12.0
279399.0,17.0
279442.0,43.0
279642.0,200.0
279842.0,200.0
280040.0,198.0
280209.0,169.0
280409.0,200.0
280609.0,200.0
280621.0,12.0
280821.0,200.0
281021.0,200.0
281221.0,200.0
281421.0,200.0
281621.0,200.0
281821.0,200.0
282021.0,200.0
282221.0,200.0
282421.0,200.0
282621.0,200.0
282821.0,200.0
283021.0,200.0
283217.0,196.0
283355.0,138.0
283498.0,143.0
283615.0,117.0
283730.0,115.0
283846.0,116.0
283950.0,104.0
284056.0,106.0
284177.0,121.0
284291.0,114.0
284420.0,129.0
284552.0,132.0
284674.0,122.0
284799.0,125.0
284930.0,131.0
285047.0,117.0
285172.0,125.0
285296.0,124.0
285446.0,150.0
285618.0,172.0
285811.0,193.0
286011.0,200.0
286211.0,200.0
286411.0,200.0
286611.0,200.0
286811.0,200.0
287011.0,200.0
287211.0,200.0
287411.0,200.0
287611.0,200.0
287811.0,200.0
288011.0,200.0
288211.0,200.0
288411.0,200.0
288611.0,200.0
288811.0,200.0
289011.0,200.0
289211.0,200.0
289411.0,200.0
289611.0,200.0
289757.0,146.0
289892.0,135.0
290054.0,162.0
290157.0,103.0
290169.0,12.0
290186.0,17.0
290205.0,19.0
290224.0,19.0
290337.0,113.0
290479.0,142.0
290671.0,192.0
290850.0,179.0
291050.0,200.0
291250.0,200.0
291450.0,200.0
291650.0,200.0
291850.0,200.0
292050.0,200.0
292250.0,200.0
292450.0,200.0
292650.0,200.0
292850.0,200.0
293050.0,200.0
293250.0,200.0
293450.0,200.0
293650.0,200.0
293850.0,200.0
294050.0,200.0
294250.0,200.0
294450.0,200.0
294650.0,200.0
294850.0,200.0
295050.0,200.0
295250.0,200.0
295450.0,200.0
295600.0,150.0
295766.0,166.0
295966.0,200.0
296166.0,200.0
296359.0,193.0
296514.0,155.0
296714.0,200.0
296849.0,135.0
296950.0,101.0
297045.0,95.0
297152.0,107.0
297264.0,112.0
297396.0,132.0
297523.0,127.0
297645.0,122.0
297786.0,141.0
297912.0,126.0
298038.0,126.0
298130.0,92.0
298248.0,118.0
298360.0,112.0
298481.0,121.0
298590.0,109.0
298696.0,106.0
298826.0,130.0
298947.0,121.0
299077.0,130.0
299184.0,107.0
299308.0,124.0
299425.0,117.0
299544.0,119.0
299656.0,112.0
299772.0,116.0
299872.0,100.0
300027.0,155.0
300152.0,125.0
300352.0,200.0
300552.0,200.0
300752.0,200.0
300940.0,188.0
301140.0,200.0
301286.0,146.0
301451.0,165.0
301651.0,200.0
301830.0,179.0
301997.0,167.0
302160.0,163.0
302344.0,184.0
302502.0,158.0
302668.0,166.0
302821.0,153.0
302961.0,140.0
303112.0,151.0
303273.0,161.0
303428.0,155.0
303628.0,200.0
303828.0,200.0
303999.0,171.0
304164.0,165.0
304353.0,189.0
304529.0,176.0
304728.0,199.0
304928.0,200.0
305128.0,200.0
305304.0,176.0
305504.0,200.0
305704.0,200.0
305904.0,200.0
306104.0,200.0
306304.0,200.0
306504.0,200.0
306704.0,200.0
306904.0,200.0
307104.0,200.0
307304.0,200.0
307504.0,200.0
307704.0,200.0
307904.0,200.0
308104.0,200.0
308304.0,200.0
308504.0,200.0
308648.0,144.0
308848.0,200.0
309045.0,197.0
309245.0,200.0
309445.0,200.0
309645.0,200.0
309845.0,200.0
310045.0,200.0
310245.0,200.0
310445.0,200.0
310645.0,200.0
310656.0,11.0
310756.0,100.0
310956.0,200.0
311156.0,200.0
311356.0,200.0
311556.0,200.0
311756.0,200.0
311956.0,200.0
312156.0,200.0
312356.0,200.0
312556.0,200.0
312756.0,200.0
312956.0,200.0
313156.0,200.0
313356.0,200.0
313556.0,200.0
313756.0,200.0
313956.0,200.0
314156.0,200.0
314356.0,200.0
314556.0,200.0
314756.0,200.0
314956.0,200.0
315156.0,200.0
315356.0,200.0
315556.0,200.0
315756.0,200.0
315956.0,200.0
316156.0,200.0
316356.0,200.0
316556.0,200.0
316756.0,200.0
316956.0,200.0
317156.0,200.0
317356.0,200.0
317556.0,200.0
317756.0,200.0
317956.0,200.0
318156.0,200.0
318356.0,200.0
318556.0,200.0
318756.0,200.0
318956.0,200.0
319156.0,200.0
319356.0,200.0
319556.0,200.0
319756.0,200.0
319956.0,200.0
320156.0,200.0
320356.0,200.0
320556.0,200.0
320756.0,200.0
320956.0,200.0
321156.0,200.0
321356.0,200.0
321556.0,200.0
321756.0,200.0
321956.0,200.0
322156.0,200.0
322356.0,200.0
322556.0,200.0
322756.0,200.0
322956.0,200.0
323088.0,132.0
323259.0,171.0
323426.0,167.0
323440.0,14.0
323640.0,200.0
323840.0,200.0
324040.0,200.0
324240.0,200.0
324440.0,200.0
324640.0,200.0
324840.0,200.0
325040.0,200.0
325240.0,200.0
325440.0,200.0
325640.0,200.0
325840.0,200.0
326040.0,200.0
326240.0,200.0
326440.0,200.0
326640.0,200.0
326840.0,200.0
327040.0,200.0
327240.0,200.0
327440.0,200.0
327640.0,200.0
327840.0,200.0
328040.0,200.0
328240.0,200.0
328440.0,200.0
328640.0,200.0
328840.0,200.0
329032.0,192.0
329232.0,200.0
329432.0,200.0
329632.0,200.0
329832.0,200.0
330032.0,200.0
330232.0,200.0
330432.0,200.0
330632.0,200.0
330832.0,200.0
331032.0,200.0
331232.0,200.0
331432.0,200.0
331632.0,200.0
331832.0,200.0
332032.0,200.0
332232.0,200.0
332432.0,200.0
332632.0,200.0
332832.0,200.0
333032.0,200.0
333232.0,200.0
333432.0,200.0
333632.0,200.0
333832.0,200.0
334032.0,200.0
334232.0,200.0
334432.0,200.0
334632.0,200.0
334832.0,200.0
335032.0,200.0
335232.0,200.0
335432.0,200.0
335632.0,200.0
335832.0,200.0
336032.0,200.0
336232.0,200.0
336243.0,11.0
336443.0,200.0
336643.0,200.0
336843.0,200.0
337043.0,200.0
337243.0,200.0
337443.0,200.0
337643.0,200.0
337843.0,200.0
338043.0,200.0
338243.0,200.0
338443.0,200.0
338643.0,200.0
338843.0,200.0
339043.0,200.0
339212.0,169.0
339223.0,11.0
339423.0,200.0
339623.0,200.0
339823.0,200.0
340023.0,200.0
340223.0,200.0
340423.0,200.0
340623.0,200.0
340795.0,172.0
340956.0,161.0
341142.0,186.0
341342.0,200.0
341542.0,200.0
341742.0,200.0
341942.0,200.0
342142.0,200.0
342342.0,200.0
342542.0,200.0
342742.0,200.0
342942.0,200.0
343142.0,200.0
343342.0,200.0
343542.0,200.0
343742.0,200.0
343942.0,200.0
344142.0,200.0
344342.0,200.0
344542.0,200.0
344742.0,200.0
344942.0,200.0
345142.0,200.0
345342.0,200.0
345542.0,200.0
345742.0,200.0
345942.0,200.0
346142.0,200.0
346342.0,200.0
346542.0,200.0
346742.0,200.0
346942.0,200.0
347142.0,200.0
347342.0,200.0
347542.0,200.0
347742.0,200.0
347942.0,200.0
348142.0,200.0
348342.0,200.0
348542.0,200.0
348742.0,200.0
348942.0,200.0
349142.0,200.0
349342.0,200.0
349542.0,200.0
349742.0,200.0
349942.0,200.0
350142.0,200.0
350342.0,200.0
350542.0,200.0
350742.0,200.0
350942.0,200.0
351142.0,200.0
351342.0,200.0
351542.0,200.0
351742.0,200.0
351942.0,200.0
352142.0,200.0
352342.0,200.0
352542.0,200.0
352742.0,200.0
352942.0,200.0
353142.0,200.0
353342.0,200.0
353354.0,12.0
353387.0,33.0
353587.0,200.0
353787.0,200.0
353987.0,200.0
354187.0,200.0
354387.0,200.0
354587.0,200.0
354787.0,200.0
354987.0,200.0
355187.0,200.0
355387.0,200.0
355587.0,200.0
355787.0,200.0
355987.0,200.0
356187.0,200.0
356387.0,200.0
356587.0,200.0
356787.0,200.0
356987.0,200.0
357187.0,200.0
357387.0,200.0
357587.0,200.0
357787.0,200.0
357987.0,200.0
358187.0,200.0
358387.0,200.0
358587.0,200.0
358787.0,200.0
358987.0,200.0
359187.0,200.0
359387.0,200.0
359587.0,200.0
359787.0,200.0
359987.0,200.0
360187.0,200.0
360387.0,200.0
360587.0,200.0
360787.0,200.0
360987.0,200.0
361187.0,200.0
361387.0,200.0
361587.0,200.0
361787.0,200.0
361987.0,200.0
362187.0,200.0
362306.0,119.0
362347.0,41.0
362358.0,11.0
362514.0,156.0
362714.0,200.0
362914.0,200.0
363114.0,200.0
363314.0,200.0
363514.0,200.0
363714.0,200.0
363728.0,14.0
363928.0,200.0
364128.0,200.0
364289.0,161.0
364488.0,199.0
364688.0,200.0
364888.0,200.0
365088.0,200.0
365288.0,200.0
365488.0,200.0
365688.0,200.0
365888.0,200.0
366088.0,200.0
366288.0,200.0
366488.0,200.0
366688.0,200.0
366888.0,200.0
367088.0,200.0
367288.0,200.0
367488.0,200.0
367688.0,200.0
367888.0,200.0
368088.0,200.0
368288.0,200.0
368488.0,200.0
368688.0,200.0
368888.0,200.0
369088.0,200.0
369288.0,200.0
369488.0,200.0
369688.0,200.0
369888.0,200.0
370088.0,200.0
370288.0,200.0
370488.0,200.0
370688.0,200.0
370847.0,159.0
370859.0,12.0
370873.0,14.0
371073.0,200.0
371219.0,146.0
371334.0,115.0
371491.0,157.0
371654.0,163.0
371809.0,155.0
371946.0,137.0
372141.0,195.0
372290.0,149.0
372490.0,200.0
372683.0,193.0
372859.0,176.0
373041.0,182.0
373236.0,195.0
373413.0,177.0
373604.0,191.0
373779.0,175.0
373958.0,179.0
374142.0,184.0
374325.0,183.0
374519.0,194.0
374703.0,184.0
374896.0,193.0
375075.0,179.0
375261.0,186.0
375461.0,200.0
375660.0,199.0
375854.0,194.0
376054.0,200.0
376254.0,200.0
376454.0,200.0
376642.0,188.0
376798.0,156.0
376993.0,195.0
377193.0,200.0
377393.0,200.0
377593.0,200.0
377793.0,200.0
377965.0,172.0
378086.0,121.0
378100.0,14.0
378113.0,13.0
378128.0,15.0
378153.0,25.0
378174.0,21.0
378271.0,97.0
378406.0,135.0
378534.0,128.0
378680.0,146.0
378809.0,129.0
378953.0,144.0
379108.0,155.0
379228.0,120.0
379350.0,122.0
379472.0,122.0
379576.0,104.0
379696.0,120.0
379812.0,116.0
379923.0,111.0
380036.0,113.0
380147.0,111.0
380253.0,106.0
380367.0,114.0
380470.0,103.0
380573.0,103.0
380694.0,121.0
380815.0,121.0
380920.0,105.0
381023.0,103.0
381119.0,96.0
381218.0,99.0
381335.0,117.0
381446.0,111.0
381569.0,123.0
381683.0,114.0
381798.0,115.0
381908.0,110.0
382020.0,112.0
382120.0,100.0
382221.0,101.0
382320.0,99.0
382423.0,103.0
382523.0,100.0
382618.0,95.0
382716.0,98.0
382819.0,103.0
382915.0,96.0
383026.0,111.0
383148.0,122.0
383263.0,115.0
383379.0,116.0
383495.0,116.0
383618.0,123.0
383740.0,122.0
383860.0,120.0
383979.0,119.0
384096.0,117.0
384227.0,131.0
384366.0,139.0
384529.0,163.0
384729.0,200.0
384929.0,200.0
385129.0,200.0
385329.0,200.0
385529.0,200.0
385729.0,200.0
385929.0,200.0
386129.0,200.0
386329.0,200.0
386529.0,200.0
386729.0,200.0
386929.0,200.0
387129.0,200.0
387329.0,200.0
387529.0,200.0
387729.0,200.0
387929.0,200.0
388129.0,200.0
388329.0,200.0
388529.0,200.0
388729.0,200.0
388929.0,200.0
389129.0,200.0
389329.0,200.0
389529.0,200.0
389729.0,200.0
389929.0,200.0
390120.0,191.0
390270.0,150.0
390444.0,174.0
390623.0,179.0
390823.0,200.0
391023.0,200.0
391223.0,200.0
391423.0,200.0
391623.0,200.0
391823.0,200.0
392023.0,200.0
392223.0,200.0
392423.0,200.0
392623.0,200.0
392823.0,200.0
393023.0,200.0
393223.0,200.0
393423.0,200.0
393623.0,200.0
393823.0,200.0
394023.0,200.0
394223.0,200.0
394423.0,200.0
394623.0,200.0
394823.0,200.0
395023.0,200.0
395223.0,200.0
395423.0,200.0
395623.0,200.0
395823.0,200.0
396023.0,200.0
396223.0,200.0
396423.0,200.0
396623.0,200.0
396823.0,200.0
397023.0,200.0
397223.0,200.0
397423.0,200.0
397623.0,200.0
397823.0,200.0
398023.0,200.0
398223.0,200.0
398423.0,200.0
398623.0,200.0
398823.0,200.0
399023.0,200.0
399223.0,200.0
399423.0,200.0
399623.0,200.0
399823.0,200.0
400023.0,200.0
400223.0,200.0
400423.0,200.0
400623.0,200.0
400823.0,200.0
401023.0,200.0
401223.0,200.0
401423.0,200.0
401623.0,200.0
401823.0,200.0
402023.0,200.0
402223.0,200.0
402232.0,9.0
402246.0,14.0
402446.0,200.0
402646.0,200.0
402785.0,139.0
402959.0,174.0
403122.0,163.0
403257.0,135.0
403394.0,137.0
403548.0,154.0
403698.0,150.0
403842.0,144.0
404001.0,159.0
404138.0,137.0
404296.0,158.0
404485.0,189.0
404685.0,200.0
404885.0,200.0
405085.0,200.0
405285.0,200.0
405485.0,200.0
405685.0,200.0
405885.0,200.0
406085.0,200.0
406285.0,200.0
406485.0,200.0
406685.0,200.0
406885.0,200.0
407085.0,200.0
407285.0,200.0
407485.0,200.0
407685.0,200.0
407885.0,200.0
408085.0,200.0
408285.0,200.0
408485.0,200.0
408685.0,200.0
408885.0,200.0
409085.0,200.0
409285.0,200.0
409485.0,200.0
409685.0,200.0
409885.0,200.0
410085.0,200.0
410285.0,200.0
410485.0,200.0
410685.0,200.0
410885.0,200.0
411085.0,200.0
411285.0,200.0
411485.0,200.0
411685.0,200.0
411885.0,200.0
412055.0,170.0
412088.0,33.0
412097.0,9.0
412108.0,11.0
412308.0,200.0
412508.0,200.0
412708.0,200.0
412908.0,200.0
413108.0,200.0
413308.0,200.0
413508.0,200.0
413708.0,200.0
413908.0,200.0
414108.0,200.0
414308.0,200.0
414508.0,200.0
414708.0,200.0
414908.0,200.0
415108.0,200.0
415308.0,200.0
415508.0,200.0
415708.0,200.0
415908.0,200.0
416108.0,200.0
416308.0,200.0
416508.0,200.0
416708.0,200.0
416908.0,200.0
417108.0,200.0
417308.0,200.0
417508.0,200.0
417708.0,200.0
417908.0,200.0
418108.0,200.0
418308.0,200.0
418508.0,200.0
418708.0,200.0
418908.0,200.0
419108.0,200.0
419308.0,200.0
419508.0,200.0
419520.0,12.0
419720.0,200.0
419920.0,200.0
420120.0,200.0
420320.0,200.0
420520.0,200.0
420720.0,200.0
420920.0,200.0
421120.0,200.0
421320.0,200.0
421520.0,200.0
421720.0,200.0
421920.0,200.0
422120.0,200.0
422320.0,200.0
422520.0,200.0
422720.0,200.0
422920.0,200.0
423120.0,200.0
423320.0,200.0
423520.0,200.0
423720.0,200.0
423920.0,200.0
424120.0,200.0
424320.0,200.0
424520.0,200.0
424720.0,200.0
424920.0,200.0
425120.0,200.0
425320.0,200.0
425520.0,200.0
425720.0,200.0
425920.0,200.0
426120.0,200.0
426320.0,200.0
426520.0,200.0
426720.0,200.0
426920.0,200.0
427120.0,200.0
427320.0,200.0
427520.0,200.0
427720.0,200.0
427920.0,200.0
428120.0,200.0
428320.0,200.0
428520.0,200.0
428720.0,200.0
428920.0,200.0
429120.0,200.0
429320.0,200.0
429520.0,200.0
429537.0,17.0
429549.0,12.0
429597.0,48.0
429797.0,200.0
429813.0,16.0
430013.0,200.0
430213.0,200.0
430413.0,200.0
430613.0,200.0
430813.0,200.0
431013.0,200.0
431213.0,200.0
431413.0,200.0
431613.0,200.0
431813.0,200.0
432013.0,200.0
432213.0,200.0
432413.0,200.0
432613.0,200.0
432813.0,200.0
433013.0,200.0
433213.0,200.0
433413.0,200.0
433613.0,200.0
433813.0,200.0
434013.0,200.0
434213.0,200.0
434413.0,200.0
434453.0,40.0
434652.0,199.0
434664.0,12.0
434864.0,200.0
435064.0,200.0
435264.0,200.0
435464.0,200.0
435664.0,200.0
435864.0,200.0
436064.0,200.0
436264.0,200.0
436464.0,200.0
436664.0,200.0
436864.0,200.0
437064.0,200.0
