Total Steps,Episode Reward
437264.0,200.0
437460.0,196.0
437478.0,18.0
437678.0,200.0
437878.0,200.0
438078.0,200.0
438278.0,200.0
438478.0,200.0
438678.0,200.0
438878.0,200.0
439078.0,200.0
439270.0,192.0
439465.0,195.0
439665.0,200.0
439865.0,200.0
440065.0,200.0
440265.0,200.0
440465.0,200.0
440665.0,200.0
440865.0,200.0
441065.0,200.0
441265.0,200.0
441465.0,200.0
441665.0,200.0
441865.0,200.0
442065.0,200.0
442265.0,200.0
442465.0,200.0
442665.0,200.0
442865.0,200.0
443065.0,200.0
443265.0,200.0
443465.0,200.0
443665.0,200.0
443865.0,200.0
444065.0,200.0
444265.0,200.0
444465.0,200.0
444665.0,200.0
444865.0,200.0
444883.0,18.0
445083.0,200.0
445283.0,200.0
445483.0,200.0
445683.0,200.0
445883.0,200.0
446083.0,200.0
446283.0,200.0
446483.0,200.0
446683.0,200.0
446883.0,200.0
447083.0,200.0
447283.0,200.0
447483.0,200.0
447683.0,200.0
447883.0,200.0
448083.0,200.0
448283.0,200.0
448483.0,200.0
448683.0,200.0
448883.0,200.0
449083.0,200.0
449283.0,200.0
449483.0,200.0
449683.0,200.0
449883.0,200.0
450083.0,200.0
450106.0,23.0
450135.0,29.0
450335.0,200.0
450535.0,200.0
450735.0,200.0
450935.0,200.0
451135.0,200.0
451335.0,200.0
451535.0,200.0
451735.0,200.0
451935.0,200.0
452135.0,200.0
452335.0,200.0
452535.0,200.0
452735.0,200.0
452935.0,200.0
453135.0,200.0
453335.0,200.0
453535.0,200.0
453735.0,200.0
453935.0,200.0
454135.0,200.0
454335.0,200.0
454535.0,200.0
454735.0,200.0
454935.0,200.0
455135.0,200.0
455335.0,200.0
455535.0,200.0
455735.0,200.0
455935.0,200.0
455993.0,58.0
456149.0,156.0
456159.0,10.0
456172.0,13.0
456185.0,13.0
456385.0,200.0
456585.0,200.0
456767.0,182.0
456950.0,183.0
457138.0,188.0
457334.0,196.0
457534.0,200.0
457719.0,185.0
457891.0,172.0
458068.0,177.0
458245.0,177.0
458445.0,200.0
458645.0,200.0
458845.0,200.0
459038.0,193.0
459238.0,200.0
459438.0,200.0
459638.0,200.0
459838.0,200.0
460038.0,200.0
460238.0,200.0
460438.0,200.0
460638.0,200.0
460838.0,200.0
461038.0,200.0
461238.0,200.0
461438.0,200.0
461638.0,200.0
461838.0,200.0
462038.0,200.0
462222.0,184.0
462383.0,161.0
462545.0,162.0
462723.0,178.0
462893.0,170.0
463085.0,192.0
463256.0,171.0
463456.0,200.0
463656.0,200.0
463856.0,200.0
464056.0,200.0
464256.0,200.0
464456.0,200.0
464656.0,200.0
464856.0,200.0
465056.0,200.0
465256.0,200.0
465456.0,200.0
465656.0,200.0
465856.0,200.0
466056.0,200.0
466256.0,200.0
466456.0,200.0
466656.0,200.0
466856.0,200.0
467056.0,200.0
467256.0,200.0
467456.0,200.0
467656.0,200.0
467856.0,200.0
468056.0,200.0
468256.0,200.0
468456.0,200.0
468656.0,200.0
468856.0,200.0
469056.0,200.0
469256.0,200.0
469456.0,200.0
469656.0,200.0
469856.0,200.0
470056.0,200.0
470256.0,200.0
470456.0,200.0
470656.0,200.0
470856.0,200.0
471056.0,200.0
471256.0,200.0
471456.0,200.0
471656.0,200.0
471856.0,200.0
472056.0,200.0
472236.0,180.0
472248.0,12.0
472448.0,200.0
472615.0,167.0
472752.0,137.0
472913.0,161.0
473075.0,162.0
473240.0,165.0
473422.0,182.0
473582.0,160.0
473745.0,163.0
473935.0,190.0
474101.0,166.0
474276.0,175.0
474462.0,186.0
474624.0,162.0
474786.0,162.0
474924.0,138.0
475063.0,139.0
475219.0,156.0
475377.0,158.0
475549.0,172.0
475711.0,162.0
475859.0,148.0
476018.0,159.0
476170.0,152.0
476320.0,150.0
476467.0,147.0
476611.0,144.0
476752.0,141.0
476889.0,137.0
477025.0,136.0
477165.0,140.0
477304.0,139.0
477452.0,148.0
477592.0,140.0
477738.0,146.0
477886.0,148.0
478033.0,147.0
478186.0,153.0
478334.0,148.0
478490.0,156.0
478644.0,154.0
478810.0,166.0
478961.0,151.0
479122.0,161.0
479288.0,166.0
479446.0,158.0
479600.0,154.0
479615.0,15.0
479815.0,200.0
480015.0,200.0
480215.0,200.0
480415.0,200.0
480593.0,178.0
480767.0,174.0
480912.0,145.0
481052.0,140.0
481181.0,129.0
481316.0,135.0
481446.0,130.0
481563.0,117.0
481693.0,130.0
481832.0,139.0
481952.0,120.0
482087.0,135.0
482206.0,119.0
482316.0,110.0
482426.0,110.0
482538.0,112.0
482647.0,109.0
482784.0,137.0
482984.0,200.0
483184.0,200.0
483366.0,182.0
483566.0,200.0
483747.0,181.0
483946.0,199.0
484146.0,200.0
484346.0,200.0
484546.0,200.0
484746.0,200.0
484946.0,200.0
485146.0,200.0
485346.0,200.0
485546.0,200.0
485746.0,200.0
485946.0,200.0
486146.0,200.0
486346.0,200.0
486546.0,200.0
486746.0,200.0
486946.0,200.0
487146.0,200.0
487346.0,200.0
487546.0,200.0
487746.0,200.0
487946.0,200.0
488146.0,200.0
488333.0,187.0
488430.0,97.0
488630.0,200.0
488807.0,177.0
489007.0,200.0
489204.0,197.0
489404.0,200.0
489604.0,200.0
489804.0,200.0
490004.0,200.0
490204.0,200.0
490404.0,200.0
490604.0,200.0
490804.0,200.0
491004.0,200.0
491204.0,200.0
491404.0,200.0
491604.0,200.0
491804.0,200.0
492004.0,200.0
492204.0,200.0
492404.0,200.0
492604.0,200.0
492804.0,200.0
493004.0,200.0
493204.0,200.0
493404.0,200.0
493604.0,200.0
493804.0,200.0
494004.0,200.0
494204.0,200.0
494404.0,200.0
494604.0,200.0
494804.0,200.0
495004.0,200.0
495204.0,200.0
495404.0,200.0
495604.0,200.0
495616.0,12.0
495816.0,200.0
496002.0,186.0
496202.0,200.0
496402.0,200.0
496602.0,200.0
496802.0,200.0
497002.0,200.0
497202.0,200.0
497402.0,200.0
497602.0,200.0
497802.0,200.0
498002.0,200.0
498202.0,200.0
498402.0,200.0
498602.0,200.0
498802.0,200.0
499002.0,200.0
499202.0,200.0
499402.0,200.0
499602.0,200.0
499802.0,200.0
500002.0,200.0
500202.0,200.0
500402.0,200.0
500602.0,200.0
500802.0,200.0
501002.0,200.0
501202.0,200.0
501402.0,200.0
501602.0,200.0
501802.0,200.0
502002.0,200.0
502202.0,200.0
502402.0,200.0
502602.0,200.0
502802.0,200.0
503002.0,200.0
503202.0,200.0
503402.0,200.0
503602.0,200.0
503802.0,200.0
504002.0,200.0
504202.0,200.0
504402.0,200.0
504602.0,200.0
504802.0,200.0
504814.0,12.0
505014.0,200.0
505150.0,136.0
505285.0,135.0
505437.0,152.0
505637.0,200.0
505799.0,162.0
505956.0,157.0
506133.0,177.0
506315.0,182.0
506515.0,200.0
506715.0,200.0
506915.0,200.0
507115.0,200.0
507315.0,200.0
507515.0,200.0
507715.0,200.0
507915.0,200.0
508115.0,200.0
508315.0,200.0
508515.0,200.0
508715.0,200.0
508915.0,200.0
509115.0,200.0
509315.0,200.0
509515.0,200.0
509715.0,200.0
509915.0,200.0
510101.0,186.0
510301.0,200.0
510501.0,200.0
510701.0,200.0
510901.0,200.0
511101.0,200.0
511301.0,200.0
511501.0,200.0
511701.0,200.0
511901.0,200.0
512101.0,200.0
512301.0,200.0
512501.0,200.0
512701.0,200.0
512901.0,200.0
513101.0,200.0
513301.0,200.0
513501.0,200.0
513701.0,200.0
513901.0,200.0
514101.0,200.0
514301.0,200.0
514501.0,200.0
514701.0,200.0
514901.0,200.0
515101.0,200.0
515301.0,200.0
515501.0,200.0
515701.0,200.0
515901.0,200.0
516101.0,200.0
516301.0,200.0
516501.0,200.0
516701.0,200.0
516901.0,200.0
517101.0,200.0
517301.0,200.0
517501.0,200.0
517701.0,200.0
517901.0,200.0
518101.0,200.0
518301.0,200.0
518501.0,200.0
518701.0,200.0
518901.0,200.0
519101.0,200.0
519301.0,200.0
519501.0,200.0
519701.0,200.0
519901.0,200.0
520101.0,200.0
520301.0,200.0
520501.0,200.0
520701.0,200.0
520901.0,200.0
521101.0,200.0
521301.0,200.0
521501.0,200.0
521701.0,200.0
521901.0,200.0
522101.0,200.0
522301.0,200.0
522501.0,200.0
522701.0,200.0
522901.0,200.0
523101.0,200.0
523143.0,42.0
523152.0,9.0
523187.0,35.0
523298.0,111.0
523311.0,13.0
523322.0,11.0
523337.0,15.0
523459.0,122.0
523619.0,160.0
523819.0,200.0
524012.0,193.0
524212.0,200.0
524405.0,193.0
524564.0,159.0
524762.0,198.0
524924.0,162.0
525124.0,200.0
525324.0,200.0
525524.0,200.0
525724.0,200.0
525924.0,200.0
526124.0,200.0
526324.0,200.0
526524.0,200.0
526724.0,200.0
526924.0,200.0
527124.0,200.0
527324.0,200.0
527524.0,200.0
527724.0,200.0
527924.0,200.0
528124.0,200.0
528324.0,200.0
528524.0,200.0
528724.0,200.0
528924.0,200.0
529124.0,200.0
529324.0,200.0
529524.0,200.0
529724.0,200.0
529924.0,200.0
530124.0,200.0
530324.0,200.0
530524.0,200.0
530724.0,200.0
530924.0,200.0
531124.0,200.0
531324.0,200.0
531524.0,200.0
531724.0,200.0
531924.0,200.0
532124.0,200.0
532324.0,200.0
532524.0,200.0
532724.0,200.0
532924.0,200.0
533124.0,200.0
533324.0,200.0
533524.0,200.0
533724.0,200.0
533924.0,200.0
534124.0,200.0
534293.0,169.0
534332.0,39.0
534445.0,113.0
534565.0,120.0
534707.0,142.0
534846.0,139.0
535003.0,157.0
535151.0,148.0
535320.0,169.0
535475.0,155.0
535651.0,176.0
535822.0,171.0
536022.0,200.0
536222.0,200.0
536422.0,200.0
536622.0,200.0
536822.0,200.0
537022.0,200.0
537222.0,200.0
537422.0,200.0
537622.0,200.0
537822.0,200.0
538022.0,200.0
538222.0,200.0
538422.0,200.0
538622.0,200.0
538822.0,200.0
539022.0,200.0
539222.0,200.0
539422.0,200.0
539622.0,200.0
539822.0,200.0
540022.0,200.0
540222.0,200.0
540422.0,200.0
540622.0,200.0
540822.0,200.0
541022.0,200.0
541222.0,200.0
541422.0,200.0
541622.0,200.0
541822.0,200.0
542022.0,200.0
542222.0,200.0
542422.0,200.0
542622.0,200.0
542822.0,200.0
543022.0,200.0
543222.0,200.0
543422.0,200.0
543622.0,200.0
543822.0,200.0
544022.0,200.0
544222.0,200.0
544422.0,200.0
544622.0,200.0
544822.0,200.0
545022.0,200.0
545222.0,200.0
545422.0,200.0
545622.0,200.0
545822.0,200.0
546022.0,200.0
546222.0,200.0
546422.0,200.0
546622.0,200.0
546822.0,200.0
547022.0,200.0
547222.0,200.0
547422.0,200.0
547622.0,200.0
547822.0,200.0
548022.0,200.0
548222.0,200.0
548422.0,200.0
548622.0,200.0
548822.0,200.0
549022.0,200.0
549222.0,200.0
549422.0,200.0
549622.0,200.0
549822.0,200.0
550022.0,200.0
550037.0,15.0
550237.0,200.0
550437.0,200.0
550524.0,87.0
550579.0,55.0
550779.0,200.0
550979.0,200.0
551179.0,200.0
551379.0,200.0
551579.0,200.0
551779.0,200.0
551979.0,200.0
552179.0,200.0
552379.0,200.0
552579.0,200.0
552779.0,200.0
552979.0,200.0
553179.0,200.0
553379.0,200.0
553579.0,200.0
553779.0,200.0
553979.0,200.0
554179.0,200.0
554379.0,200.0
554579.0,200.0
554779.0,200.0
554979.0,200.0
555179.0,200.0
555379.0,200.0
555579.0,200.0
555779.0,200.0
555979.0,200.0
556179.0,200.0
556379.0,200.0
556579.0,200.0
556779.0,200.0
556979.0,200.0
557179.0,200.0
557379.0,200.0
557579.0,200.0
557779.0,200.0
557979.0,200.0
558179.0,200.0
558379.0,200.0
558579.0,200.0
558779.0,200.0
558979.0,200.0
559179.0,200.0
559379.0,200.0
559579.0,200.0
559779.0,200.0
559979.0,200.0
560179.0,200.0
560194.0,15.0
560394.0,200.0
560594.0,200.0
560794.0,200.0
560994.0,200.0
561194.0,200.0
561394.0,200.0
561594.0,200.0
561794.0,200.0
561994.0,200.0
562194.0,200.0
562394.0,200.0
562594.0,200.0
562794.0,200.0
562994.0,200.0
563194.0,200.0
563394.0,200.0
563594.0,200.0
563794.0,200.0
563994.0,200.0
564194.0,200.0
564394.0,200.0
564594.0,200.0
564794.0,200.0
564994.0,200.0
565194.0,200.0
565394.0,200.0
565594.0,200.0
565794.0,200.0
565994.0,200.0
566194.0,200.0
566394.0,200.0
566594.0,200.0
566794.0,200.0
566994.0,200.0
567194.0,200.0
567394.0,200.0
567430.0,36.0
567553.0,123.0
567561.0,8.0
567571.0,10.0
567581.0,10.0
567591.0,10.0
567602.0,11.0
567611.0,9.0
567621.0,10.0
567633.0,12.0
567646.0,13.0
567662.0,16.0
567862.0,200.0
567990.0,128.0
568095.0,105.0
568216.0,121.0
568327.0,111.0
568452.0,125.0
568573.0,121.0
568689.0,116.0
568808.0,119.0
568932.0,124.0
569046.0,114.0
569158.0,112.0
569269.0,111.0
569382.0,113.0
569496.0,114.0
569606.0,110.0
569712.0,106.0
569823.0,111.0
569928.0,105.0
570033.0,105.0
570146.0,113.0
570252.0,106.0
570368.0,116.0
570476.0,108.0
570585.0,109.0
570700.0,115.0
570825.0,125.0
570954.0,129.0
571083.0,129.0
571202.0,119.0
571323.0,121.0
571449.0,126.0
571578.0,129.0
571723.0,145.0
571866.0,143.0
571994.0,128.0
572127.0,133.0
572257.0,130.0
572377.0,120.0
572502.0,125.0
572639.0,137.0
572771.0,132.0
572897.0,126.0
573024.0,127.0
573161.0,137.0
573287.0,126.0
573430.0,143.0
573567.0,137.0
573717.0,150.0
573878.0,161.0
574023.0,145.0
574192.0,169.0
574341.0,149.0
574482.0,141.0
574618.0,136.0
574791.0,173.0
574991.0,200.0
575191.0,200.0
575391.0,200.0
575591.0,200.0
575791.0,200.0
575991.0,200.0
576191.0,200.0
576362.0,171.0
576377.0,15.0
576577.0,200.0
576777.0,200.0
576977.0,200.0
577177.0,200.0
577377.0,200.0
577577.0,200.0
577777.0,200.0
577977.0,200.0
578177.0,200.0
578377.0,200.0
578577.0,200.0
578777.0,200.0
578977.0,200.0
579177.0,200.0
579377.0,200.0
579577.0,200.0
579777.0,200.0
579977.0,200.0
580177.0,200.0
580377.0,200.0
580577.0,200.0
580777.0,200.0
580977.0,200.0
581177.0,200.0
581377.0,200.0
581577.0,200.0
581777.0,200.0
581977.0,200.0
582177.0,200.0
582377.0,200.0
582577.0,200.0
582777.0,200.0
582977.0,200.0
583177.0,200.0
583377.0,200.0
583577.0,200.0
583777.0,200.0
583977.0,200.0
584177.0,200.0
584377.0,200.0
584577.0,200.0
584777.0,200.0
584977.0,200.0
585177.0,200.0
585377.0,200.0
585577.0,200.0
585777.0,200.0
585977.0,200.0
586177.0,200.0
586377.0,200.0
586577.0,200.0
586777.0,200.0
586977.0,200.0
587177.0,200.0
587377.0,200.0
587577.0,200.0
587777.0,200.0
587977.0,200.0
588177.0,200.0
588377.0,200.0
588577.0,200.0
588777.0,200.0
588977.0,200.0
589177.0,200.0
589377.0,200.0
589577.0,200.0
589671.0,94.0
589681.0,10.0
589691.0,10.0
589866.0,175.0
589875.0,9.0
589884.0,9.0
590046.0,162.0
590246.0,200.0
590446.0,200.0
590646.0,200.0
590846.0,200.0
591046.0,200.0
591246.0,200.0
591446.0,200.0
591646.0,200.0
591846.0,200.0
592046.0,200.0
592246.0,200.0
592446.0,200.0
592646.0,200.0
592846.0,200.0
593046.0,200.0
593246.0,200.0
593446.0,200.0
593646.0,200.0
593846.0,200.0
594046.0,200.0
594246.0,200.0
594446.0,200.0
594646.0,200.0
594846.0,200.0
595046.0,200.0
595246.0,200.0
595446.0,200.0
595646.0,200.0
595846.0,200.0
596046.0,200.0
596246.0,200.0
596446.0,200.0
596646.0,200.0
596846.0,200.0
597046.0,200.0
597246.0,200.0
597446.0,200.0
597646.0,200.0
597846.0,200.0
598046.0,200.0
598246.0,200.0
598446.0,200.0
598646.0,200.0
598846.0,200.0
599046.0,200.0
599246.0,200.0
599446.0,200.0
599646.0,200.0
599846.0,200.0
600046.0,200.0
600246.0,200.0
600446.0,200.0
600646.0,200.0
600846.0,200.0
601046.0,200.0
601246.0,200.0
601446.0,200.0
601646.0,200.0
601846.0,200.0
602046.0,200.0
602246.0,200.0
602446.0,200.0
602646.0,200.0
602846.0,200.0
603046.0,200.0
603246.0,200.0
603446.0,200.0
603646.0,200.0
603821.0,175.0
604021.0,200.0
604221.0,200.0
604421.0,200.0
604621.0,200.0
604821.0,200.0
605021.0,200.0
605221.0,200.0
605421.0,200.0
605621.0,200.0
605821.0,200.0
606021.0,200.0
606221.0,200.0
606421.0,200.0
606621.0,200.0
606821.0,200.0
607021.0,200.0
607194.0,173.0
607342.0,148.0
607542.0,200.0
607742.0,200.0
607942.0,200.0
608142.0,200.0
608342.0,200.0
608542.0,200.0
608676.0,134.0
608876.0,200.0
609076.0,200.0
609276.0,200.0
609476.0,200.0
609676.0,200.0
609876.0,200.0
610076.0,200.0
610276.0,200.0
610476.0,200.0
610676.0,200.0
610876.0,200.0
611076.0,200.0
611276.0,200.0
611476.0,200.0
611676.0,200.0
611876.0,200.0
612076.0,200.0
612276.0,200.0
612457.0,181.0
612504.0,47.0
612704.0,200.0
612904.0,200.0
613104.0,200.0
613304.0,200.0
613504.0,200.0
613704.0,200.0
613904.0,200.0
614104.0,200.0
614304.0,200.0
614504.0,200.0
614704.0,200.0
614904.0,200.0
615104.0,200.0
615304.0,200.0
615504.0,200.0
615704.0,200.0
615904.0,200.0
616104.0,200.0
616304.0,200.0
616504.0,200.0
616704.0,200.0
616904.0,200.0
617104.0,200.0
617304.0,200.0
617504.0,200.0
617704.0,200.0
617904.0,200.0
618104.0,200.0
618304.0,200.0
618504.0,200.0
618704.0,200.0
618904.0,200.0
619104.0,200.0
619304.0,200.0
619504.0,200.0
619704.0,200.0
619904.0,200.0
620104.0,200.0
620304.0,200.0
620504.0,200.0
620704.0,200.0
620904.0,200.0
621104.0,200.0
621304.0,200.0
621504.0,200.0
621704.0,200.0
621904.0,200.0
622104.0,200.0
622304.0,200.0
622504.0,200.0
622704.0,200.0
622904.0,200.0
623104.0,200.0
623304.0,200.0
623504.0,200.0
623704.0,200.0
623904.0,200.0
624104.0,200.0
624151.0,47.0
624351.0,200.0
624529.0,178.0
624729.0,200.0
624929.0,200.0
625129.0,200.0
625329.0,200.0
625529.0,200.0
625729.0,200.0
625929.0,200.0
626129.0,200.0
626329.0,200.0
626529.0,200.0
626729.0,200.0
626929.0,200.0
627129.0,200.0
627329.0,200.0
627529.0,200.0
627729.0,200.0
627929.0,200.0
628129.0,200.0
628329.0,200.0
628529.0,200.0
628729.0,200.0
628929.0,200.0
629129.0,200.0
629329.0,200.0
629529.0,200.0
629729.0,200.0
629929.0,200.0
630129.0,200.0
630329.0,200.0
630529.0,200.0
630729.0,200.0
630929.0,200.0
631129.0,200.0
631329.0,200.0
631529.0,200.0
631729.0,200.0
631929.0,200.0
632129.0,200.0
632179.0,50.0
632189.0,10.0
632229.0,40.0
632429.0,200.0
632629.0,200.0
632829.0,200.0
633029.0,200.0
633229.0,200.0
633429.0,200.0
633629.0,200.0
633829.0,200.0
634029.0,200.0
634229.0,200.0
634429.0,200.0
634627.0,198.0
634752.0,125.0
634819.0,67.0
634832.0,13.0
634917.0,85.0
635117.0,200.0
635317.0,200.0
635517.0,200.0
635717.0,200.0
635917.0,200.0
636117.0,200.0
636317.0,200.0
636517.0,200.0
636717.0,200.0
636917.0,200.0
637117.0,200.0
637317.0,200.0
637517.0,200.0
637717.0,200.0
637917.0,200.0
638117.0,200.0
638317.0,200.0
638517.0,200.0
638717.0,200.0
638917.0,200.0
639117.0,200.0
639317.0,200.0
639517.0,200.0
639717.0,200.0
639917.0,200.0
640117.0,200.0
640317.0,200.0
640517.0,200.0
640717.0,200.0
640917.0,200.0
641117.0,200.0
641317.0,200.0
641517.0,200.0
641717.0,200.0
641917.0,200.0
642117.0,200.0
642317.0,200.0
642517.0,200.0
642717.0,200.0
642917.0,200.0
643117.0,200.0
643317.0,200.0
643517.0,200.0
643717.0,200.0
643917.0,200.0
644117.0,200.0
644317.0,200.0
644517.0,200.0
644717.0,200.0
644917.0,200.0
645117.0,200.0
645317.0,200.0
645517.0,200.0
645717.0,200.0
645917.0,200.0
646117.0,200.0
646317.0,200.0
646517.0,200.0
646717.0,200.0
646917.0,200.0
647117.0,200.0
647317.0,200.0
647517.0,200.0
647717.0,200.0
647917.0,200.0
648117.0,200.0
648317.0,200.0
648517.0,200.0
648717.0,200.0
648917.0,200.0
649117.0,200.0
649317.0,200.0
649517.0,200.0
649642.0,125.0
649694.0,52.0
649703.0,9.0
649714.0,11.0
649726.0,12.0
649895.0,169.0
650095.0,200.0
650295.0,200.0
650495.0,200.0
650695.0,200.0
650895.0,200.0
651095.0,200.0
651295.0,200.0
651495.0,200.0
651695.0,200.0
651895.0,200.0
652095.0,200.0
652295.0,200.0
652495.0,200.0
652695.0,200.0
652895.0,200.0
653095.0,200.0
653295.0,200.0
653495.0,200.0
653695.0,200.0
653895.0,200.0
654095.0,200.0
654295.0,200.0
654495.0,200.0
654695.0,200.0
654895.0,200.0
655095.0,200.0
655295.0,200.0
655495.0,200.0
655695.0,200.0
655895.0,200.0
656095.0,200.0
656295.0,200.0
656495.0,200.0
656695.0,200.0
656895.0,200.0
657095.0,200.0
657295.0,200.0
657495.0,200.0
657695.0,200.0
657895.0,200.0
658095.0,200.0
658295.0,200.0
658495.0,200.0
658695.0,200.0
658895.0,200.0
659095.0,200.0
659295.0,200.0
659495.0,200.0
659695.0,200.0
659895.0,200.0
660095.0,200.0
660295.0,200.0
660495.0,200.0
660695.0,200.0
660895.0,200.0
661095.0,200.0
661295.0,200.0
661495.0,200.0
661695.0,200.0
661895.0,200.0
662095.0,200.0
662295.0,200.0
662495.0,200.0
662695.0,200.0
662856.0,161.0
663056.0,200.0
663256.0,200.0
663456.0,200.0
663656.0,200.0
663856.0,200.0
664056.0,200.0
664256.0,200.0
664456.0,200.0
664656.0,200.0
664856.0,200.0
665056.0,200.0
665256.0,200.0
665456.0,200.0
665656.0,200.0
665856.0,200.0
666056.0,200.0
666256.0,200.0
666456.0,200.0
666656.0,200.0
666856.0,200.0
667056.0,200.0
667256.0,200.0
667456.0,200.0
667656.0,200.0
667856.0,200.0
668056.0,200.0
668256.0,200.0
668456.0,200.0
668656.0,200.0
668856.0,200.0
669056.0,200.0
669256.0,200.0
669426.0,170.0
669449.0,23.0
669459.0,10.0
669469.0,10.0
669669.0,200.0
669869.0,200.0
670069.0,200.0
670269.0,200.0
670469.0,200.0
670669.0,200.0
670869.0,200.0
671069.0,200.0
671269.0,200.0
671469.0,200.0
671669.0,200.0
671869.0,200.0
672049.0,180.0
672217.0,168.0
672232.0,15.0
672250.0,18.0
672361.0,111.0
672543.0,182.0
672743.0,200.0
672943.0,200.0
673143.0,200.0
673343.0,200.0
673543.0,200.0
673743.0,200.0
673943.0,200.0
674143.0,200.0
674343.0,200.0
674543.0,200.0
674743.0,200.0
674943.0,200.0
675143.0,200.0
675343.0,200.0
675543.0,200.0
675743.0,200.0
675943.0,200.0
676143.0,200.0
676335.0,192.0
676498.0,163.0
676698.0,200.0
676898.0,200.0
677097.0,199.0
677297.0,200.0
677497.0,200.0
677697.0,200.0
677897.0,200.0
678097.0,200.0
678297.0,200.0
678497.0,200.0
678697.0,200.0
678897.0,200.0
679097.0,200.0
679292.0,195.0
679492.0,200.0
679672.0,180.0
679865.0,193.0
680063.0,198.0
680233.0,170.0
680404.0,171.0
680604.0,200.0
680774.0,170.0
680941.0,167.0
681094.0,153.0
681246.0,152.0
681385.0,139.0
681524.0,139.0
681660.0,136.0
681786.0,126.0
681917.0,131.0
682038.0,121.0
682159.0,121.0
682270.0,111.0
682393.0,123.0
682513.0,120.0
682644.0,131.0
682770.0,126.0
682903.0,133.0
683029.0,126.0
683163.0,134.0
683306.0,143.0
683438.0,132.0
683584.0,146.0
683735.0,151.0
683876.0,141.0
684036.0,160.0
684211.0,175.0
684397.0,186.0
684566.0,169.0
684766.0,200.0
684937.0,171.0
685137.0,200.0
685337.0,200.0
685537.0,200.0
685737.0,200.0
685937.0,200.0
686137.0,200.0
686337.0,200.0
686537.0,200.0
686737.0,200.0
686910.0,173.0
687110.0,200.0
687310.0,200.0
687510.0,200.0
687710.0,200.0
687910.0,200.0
688110.0,200.0
688310.0,200.0
688510.0,200.0
688710.0,200.0
688910.0,200.0
689110.0,200.0
689310.0,200.0
689510.0,200.0
689710.0,200.0
689910.0,200.0
690110.0,200.0
690310.0,200.0
690510.0,200.0
690710.0,200.0
690756.0,46.0
690833.0,77.0
690841.0,8.0
690853.0,12.0
691033.0,180.0
691046.0,13.0
691178.0,132.0
691319.0,141.0
691519.0,200.0
691719.0,200.0
691919.0,200.0
692119.0,200.0
692319.0,200.0
692519.0,200.0
692719.0,200.0
692919.0,200.0
693119.0,200.0
693319.0,200.0
693519.0,200.0
693719.0,200.0
693919.0,200.0
694119.0,200.0
694319.0,200.0
694519.0,200.0
694719.0,200.0
694919.0,200.0
695119.0,200.0
695319.0,200.0
695519.0,200.0
695719.0,200.0
695919.0,200.0
696119.0,200.0
696319.0,200.0
696519.0,200.0
696719.0,200.0
696919.0,200.0
697119.0,200.0
697319.0,200.0
697519.0,200.0
697719.0,200.0
697919.0,200.0
698102.0,183.0
698302.0,200.0
698502.0,200.0
698702.0,200.0
698902.0,200.0
699102.0,200.0
699302.0,200.0
699502.0,200.0
699702.0,200.0
699902.0,200.0
700102.0,200.0
700302.0,200.0
700502.0,200.0
700702.0,200.0
700902.0,200.0
701102.0,200.0
701302.0,200.0
701502.0,200.0
701702.0,200.0
701902.0,200.0
702102.0,200.0
702302.0,200.0
702502.0,200.0
702702.0,200.0
702902.0,200.0
703102.0,200.0
703302.0,200.0
703502.0,200.0
703702.0,200.0
703902.0,200.0
704102.0,200.0
704302.0,200.0
704502.0,200.0
704702.0,200.0
704902.0,200.0
705102.0,200.0
705302.0,200.0
705502.0,200.0
705702.0,200.0
705902.0,200.0
706102.0,200.0
706302.0,200.0
706502.0,200.0
706702.0,200.0
706742.0,40.0
706876.0,134.0
706954.0,78.0
707043.0,89.0
707139.0,96.0
707229.0,90.0
707316.0,87.0
707400.0,84.0
707482.0,82.0
707563.0,81.0
707652.0,89.0
707740.0,88.0
707832.0,92.0
707924.0,92.0
708028.0,104.0
708135.0,107.0
708241.0,106.0
708353.0,112.0
708465.0,112.0
708580.0,115.0
708697.0,117.0
708817.0,120.0
708955.0,138.0
709068.0,113.0
709200.0,132.0
709334.0,134.0
709479.0,145.0
709601.0,122.0
709776.0,175.0
709949.0,173.0
710105.0,156.0
710283.0,178.0
710465.0,182.0
710633.0,168.0
710814.0,181.0
711003.0,189.0
711178.0,175.0
711304.0,126.0
711469.0,165.0
711588.0,119.0
711746.0,158.0
711946.0,200.0
712146.0,200.0
712346.0,200.0
712546.0,200.0
712746.0,200.0
712946.0,200.0
713146.0,200.0
713346.0,200.0
713546.0,200.0
713746.0,200.0
713946.0,200.0
714146.0,200.0
714346.0,200.0
714546.0,200.0
714746.0,200.0
714946.0,200.0
715146.0,200.0
715346.0,200.0
715546.0,200.0
715746.0,200.0
715946.0,200.0
716146.0,200.0
716346.0,200.0
716546.0,200.0
716743.0,197.0
716754.0,11.0
716940.0,186.0
717034.0,94.0
717145.0,111.0
717268.0,123.0
717419.0,151.0
717590.0,171.0
717769.0,179.0
717969.0,200.0
718169.0,200.0
718369.0,200.0
718569.0,200.0
718769.0,200.0
718969.0,200.0
719169.0,200.0
719369.0,200.0
719569.0,200.0
719769.0,200.0
719969.0,200.0
720169.0,200.0
720369.0,200.0
720569.0,200.0
720769.0,200.0
720969.0,200.0
721169.0,200.0
721369.0,200.0
