Network Size,Total Steps,Average Reward
Small (32-1),54284,24.0
Small (32-1),54308,24.0
Small (32-1),54331,23.0
Small (32-1),54348,17.0
Small (32-1),54368,20.0
Small (32-1),54392,24.0
Small (32-1),54418,26.0
Small (32-1),54439,21.0
Small (32-1),54461,22.0
Small (32-1),54485,24.0
Small (32-1),54513,28.0
Small (32-1),54527,14.0
Small (32-1),54547,20.0
Small (32-1),54569,22.0
Small (32-1),54595,26.0
Small (32-1),54623,28.0
Small (32-1),54652,29.0
Small (32-1),54672,20.0
Small (32-1),54694,22.0
Small (32-1),54719,25.0
Small (32-1),54748,29.0
Small (32-1),54779,31.0
Small (32-1),54803,24.0
Small (32-1),54825,22.0
Small (32-1),54859,34.0
Small (32-1),54898,39.0
Small (32-1),54997,99.0
Small (32-1),55104,107.0
Small (32-1),55176,72.0
Small (32-1),55295,119.0
Small (32-1),55426,131.0
Small (32-1),55546,120.0
Small (32-1),55746,200.0
Small (32-1),55946,200.0
Small (32-1),56006,60.0
Small (32-1),56123,117.0
Small (32-1),56153,30.0
Small (32-1),56227,74.0
Small (32-1),56353,126.0
Small (32-1),56387,34.0
Small (32-1),56437,50.0
Small (32-1),56573,136.0
Small (32-1),56750,177.0
Small (32-1),56880,130.0
Small (32-1),56913,33.0
Small (32-1),56931,18.0
Small (32-1),56947,16.0
Small (32-1),56962,15.0
Small (32-1),57003,41.0
Small (32-1),57030,27.0
Small (32-1),57057,27.0
Small (32-1),57083,26.0
Small (32-1),57108,25.0
Small (32-1),57128,20.0
Small (32-1),57145,17.0
Small (32-1),57186,41.0
Small (32-1),57234,48.0
Small (32-1),57412,178.0
Small (32-1),57450,38.0
Small (32-1),57484,34.0
Small (32-1),57511,27.0
Small (32-1),57530,19.0
Small (32-1),57558,28.0
Small (32-1),57599,41.0
Small (32-1),57688,89.0
Small (32-1),57824,136.0
Small (32-1),57857,33.0
Small (32-1),57895,38.0
Small (32-1),58034,139.0
Small (32-1),58202,168.0
Small (32-1),58268,66.0
Small (32-1),58468,200.0
Small (32-1),58663,195.0
Small (32-1),58808,145.0
Small (32-1),58935,127.0
Small (32-1),58971,36.0
Small (32-1),58989,18.0
Small (32-1),59015,26.0
Small (32-1),59045,30.0
Small (32-1),59069,24.0
Small (32-1),59088,19.0
Small (32-1),59107,19.0
Small (32-1),59126,19.0
Small (32-1),59150,24.0
Small (32-1),59175,25.0
Small (32-1),59198,23.0
Small (32-1),59235,37.0
Small (32-1),59287,52.0
Small (32-1),59326,39.0
Small (32-1),59357,31.0
Small (32-1),59382,25.0
Small (32-1),59405,23.0
Small (32-1),59423,18.0
Small (32-1),59449,26.0
Small (32-1),59482,33.0
Small (32-1),59524,42.0
Small (32-1),59575,51.0
Small (32-1),59601,26.0
Small (32-1),59634,33.0
Small (32-1),59659,25.0
Small (32-1),59680,21.0
Small (32-1),59701,21.0
Small (32-1),59717,16.0
Small (32-1),59733,16.0
Small (32-1),59749,16.0
Small (32-1),59762,13.0
Small (32-1),59792,30.0
Small (32-1),59826,34.0
Small (32-1),59849,23.0
Small (32-1),59873,24.0
Small (32-1),59907,34.0
Small (32-1),59936,29.0
Small (32-1),59967,31.0
Small (32-1),59992,25.0
Small (32-1),60011,19.0
Small (32-1),60038,27.0
Small (32-1),60062,24.0
Small (32-1),60100,38.0
Small (32-1),60134,34.0
Small (32-1),60155,21.0
Small (32-1),60186,31.0
Small (32-1),60204,18.0
Small (32-1),60227,23.0
Small (32-1),60257,30.0
Small (32-1),60299,42.0
Small (32-1),60334,35.0
Small (32-1),60380,46.0
Small (32-1),60537,157.0
Small (32-1),60581,44.0
Small (32-1),60667,86.0
Small (32-1),60737,70.0
Small (32-1),60898,161.0
Small (32-1),61092,194.0
Small (32-1),61153,61.0
Small (32-1),61181,28.0
Small (32-1),61207,26.0
Small (32-1),61234,27.0
Small (32-1),61259,25.0
Small (32-1),61278,19.0
Small (32-1),61306,28.0
Small (32-1),61332,26.0
Small (32-1),61357,25.0
Small (32-1),61385,28.0
Small (32-1),61418,33.0
Small (32-1),61449,31.0
Small (32-1),61468,19.0
Small (32-1),61490,22.0
Small (32-1),61505,15.0
Small (32-1),61529,24.0
Small (32-1),61560,31.0
Small (32-1),61591,31.0
Small (32-1),61615,24.0
Small (32-1),61638,23.0
Small (32-1),61653,15.0
Small (32-1),61666,13.0
Small (32-1),61682,16.0
Small (32-1),61704,22.0
Small (32-1),61724,20.0
Small (32-1),61741,17.0
Small (32-1),61755,14.0
Small (32-1),61777,22.0
Small (32-1),61795,18.0
Small (32-1),61811,16.0
Small (32-1),61831,20.0
Small (32-1),61848,17.0
Small (32-1),61865,17.0
Small (32-1),61881,16.0
Small (32-1),61894,13.0
Small (32-1),61905,11.0
Small (32-1),61918,13.0
Small (32-1),61933,15.0
Small (32-1),61948,15.0
Small (32-1),61968,20.0
Small (32-1),61986,18.0
Small (32-1),62007,21.0
Small (32-1),62028,21.0
Small (32-1),62042,14.0
Small (32-1),62059,17.0
Small (32-1),62072,13.0
Small (32-1),62084,12.0
Small (32-1),62099,15.0
Small (32-1),62113,14.0
Small (32-1),62131,18.0
Small (32-1),62145,14.0
Small (32-1),62159,14.0
Small (32-1),62180,21.0
Small (32-1),62197,17.0
Small (32-1),62217,20.0
Small (32-1),62234,17.0
Small (32-1),62257,23.0
Small (32-1),62276,19.0
Small (32-1),62289,13.0
Small (32-1),62301,12.0
Small (32-1),62318,17.0
Small (32-1),62337,19.0
Small (32-1),62350,13.0
Small (32-1),62366,16.0
Small (32-1),62385,19.0
Small (32-1),62404,19.0
Small (32-1),62430,26.0
Small (32-1),62462,32.0
Small (32-1),62505,43.0
Small (32-1),62540,35.0
Small (32-1),62589,49.0
Small (32-1),62636,47.0
Small (32-1),62731,95.0
Small (32-1),62776,45.0
Small (32-1),62832,56.0
Small (32-1),62868,36.0
Small (32-1),62905,37.0
Small (32-1),62943,38.0
Small (32-1),62994,51.0
Small (32-1),63021,27.0
Small (32-1),63054,33.0
Small (32-1),63071,17.0
Small (32-1),63091,20.0
Small (32-1),63120,29.0
Small (32-1),63151,31.0
Small (32-1),63178,27.0
Small (32-1),63204,26.0
Small (32-1),63224,20.0
Small (32-1),63248,24.0
Small (32-1),63271,23.0
Small (32-1),63295,24.0
Small (32-1),63316,21.0
Small (32-1),63334,18.0
Small (32-1),63357,23.0
Small (32-1),63379,22.0
Small (32-1),63402,23.0
Small (32-1),63425,23.0
Small (32-1),63448,23.0
Small (32-1),63469,21.0
Small (32-1),63488,19.0
Small (32-1),63507,19.0
Small (32-1),63523,16.0
Small (32-1),63541,18.0
Small (32-1),63563,22.0
Small (32-1),63581,18.0
Small (32-1),63600,19.0
Small (32-1),63617,17.0
Small (32-1),63637,20.0
Small (32-1),63655,18.0
Small (32-1),63676,21.0
Small (32-1),63691,15.0
Small (32-1),63709,18.0
Small (32-1),63727,18.0
Small (32-1),63748,21.0
Small (32-1),63769,21.0
Small (32-1),63790,21.0
Small (32-1),63811,21.0
Small (32-1),63826,15.0
Small (32-1),63841,15.0
Small (32-1),63865,24.0
Small (32-1),63884,19.0
Small (32-1),63905,21.0
Small (32-1),63929,24.0
Small (32-1),63952,23.0
Small (32-1),63969,17.0
Small (32-1),63988,19.0
Small (32-1),64006,18.0
Small (32-1),64027,21.0
Small (32-1),64048,21.0
Small (32-1),64063,15.0
Small (32-1),64086,23.0
Small (32-1),64104,18.0
Small (32-1),64124,20.0
Small (32-1),64137,13.0
Small (32-1),64157,20.0
Small (32-1),64172,15.0
Small (32-1),64191,19.0
Small (32-1),64207,16.0
Small (32-1),64226,19.0
Small (32-1),64247,21.0
Small (32-1),64267,20.0
Small (32-1),64288,21.0
Small (32-1),64305,17.0
Small (32-1),64324,19.0
Small (32-1),64341,17.0
Small (32-1),64358,17.0
Small (32-1),64376,18.0
Small (32-1),64398,22.0
Small (32-1),64420,22.0
Small (32-1),64441,21.0
Small (32-1),64459,18.0
Small (32-1),64485,26.0
Small (32-1),64513,28.0
Small (32-1),64539,26.0
Small (32-1),64566,27.0
Small (32-1),64600,34.0
Small (32-1),64635,35.0
Small (32-1),64654,19.0
Small (32-1),64683,29.0
Small (32-1),64708,25.0
Small (32-1),64735,27.0
Small (32-1),64760,25.0
Small (32-1),64793,33.0
Small (32-1),64832,39.0
Small (32-1),64866,34.0
Small (32-1),64900,34.0
Small (32-1),64936,36.0
Small (32-1),64982,46.0
Small (32-1),65038,56.0
Small (32-1),65113,75.0
Small (32-1),65167,54.0
Small (32-1),65228,61.0
Small (32-1),65286,58.0
Small (32-1),65347,61.0
Small (32-1),65409,62.0
Small (32-1),65470,61.0
Small (32-1),65588,118.0
Small (32-1),65627,39.0
Small (32-1),65659,32.0
Small (32-1),65702,43.0
Small (32-1),65744,42.0
Small (32-1),65792,48.0
Small (32-1),65822,30.0
Small (32-1),65863,41.0
Small (32-1),65904,41.0
Small (32-1),65930,26.0
Small (32-1),65966,36.0
Small (32-1),66002,36.0
Small (32-1),66036,34.0
Small (32-1),66072,36.0
Small (32-1),66103,31.0
Small (32-1),66138,35.0
Small (32-1),66172,34.0
Small (32-1),66197,25.0
Small (32-1),66229,32.0
Small (32-1),66254,25.0
Small (32-1),66285,31.0
Small (32-1),66310,25.0
Small (32-1),66336,26.0
Small (32-1),66358,22.0
Small (32-1),66376,18.0
Small (32-1),66400,24.0
Small (32-1),66423,23.0
Small (32-1),66448,25.0
Small (32-1),66467,19.0
Small (32-1),66483,16.0
Small (32-1),66504,21.0
Small (32-1),66524,20.0
Small (32-1),66540,16.0
Small (32-1),66556,16.0
Small (32-1),66573,17.0
Small (32-1),66590,17.0
Small (32-1),66613,23.0
Small (32-1),66633,20.0
Small (32-1),66650,17.0
Small (32-1),66665,15.0
Small (32-1),66684,19.0
Small (32-1),66706,22.0
Small (32-1),66734,28.0
Small (32-1),66759,25.0
Small (32-1),66778,19.0
Small (32-1),66796,18.0
Small (32-1),66822,26.0
Small (32-1),66842,20.0
Small (32-1),66858,16.0
Small (32-1),66877,19.0
Small (32-1),66894,17.0
Small (32-1),66915,21.0
Small (32-1),66941,26.0
Small (32-1),66964,23.0
Small (32-1),66992,28.0
Small (32-1),67010,18.0
Small (32-1),67031,21.0
Small (32-1),67049,18.0
Small (32-1),67071,22.0
Small (32-1),67095,24.0
Small (32-1),67121,26.0
Small (32-1),67147,26.0
Small (32-1),67169,22.0
Small (32-1),67198,29.0
Small (32-1),67225,27.0
Small (32-1),67254,29.0
Small (32-1),67284,30.0
Small (32-1),67319,35.0
Small (32-1),67344,25.0
Small (32-1),67381,37.0
Small (32-1),67403,22.0
Small (32-1),67430,27.0
Small (32-1),67452,22.0
Small (32-1),67485,33.0
Small (32-1),67512,27.0
Small (32-1),67541,29.0
Small (32-1),67569,28.0
Small (32-1),67599,30.0
Small (32-1),67621,22.0
Small (32-1),67647,26.0
Small (32-1),67676,29.0
Small (32-1),67701,25.0
Small (32-1),67735,34.0
Small (32-1),67766,31.0
Small (32-1),67807,41.0
Small (32-1),67833,26.0
Small (32-1),67864,31.0
Small (32-1),67897,33.0
Small (32-1),67929,32.0
Small (32-1),67958,29.0
Small (32-1),67990,32.0
Small (32-1),68025,35.0
Small (32-1),68069,44.0
Small (32-1),68121,52.0
Small (32-1),68151,30.0
Small (32-1),68181,30.0
Small (32-1),68211,30.0
Small (32-1),68247,36.0
Small (32-1),68355,108.0
Small (32-1),68395,40.0
Small (32-1),68431,36.0
Small (32-1),68472,41.0
Small (32-1),68504,32.0
Small (32-1),68528,24.0
Small (32-1),68552,24.0
Small (32-1),68574,22.0
Small (32-1),68591,17.0
Small (32-1),68612,21.0
Small (32-1),68628,16.0
Small (32-1),68648,20.0
Small (32-1),68666,18.0
Small (32-1),68682,16.0
Small (32-1),68698,16.0
Small (32-1),68713,15.0
Small (32-1),68728,15.0
Small (32-1),68747,19.0
Small (32-1),68765,18.0
Small (32-1),68787,22.0
Small (32-1),68807,20.0
Small (32-1),68825,18.0
Small (32-1),68848,23.0
Small (32-1),68868,20.0
Small (32-1),68889,21.0
Small (32-1),68907,18.0
Small (32-1),68925,18.0
Small (32-1),68948,23.0
Small (32-1),68979,31.0
Small (32-1),69010,31.0
Small (32-1),69046,36.0
Small (32-1),69075,29.0
Small (32-1),69108,33.0
Small (32-1),69136,28.0
Small (32-1),69156,20.0
Small (32-1),69181,25.0
Small (32-1),69205,24.0
Small (32-1),69225,20.0
Small (32-1),69255,30.0
Small (32-1),69285,30.0
Small (32-1),69313,28.0
Small (32-1),69333,20.0
Small (32-1),69355,22.0
Small (32-1),69381,26.0
Small (32-1),69404,23.0
Small (32-1),69425,21.0
Small (32-1),69447,22.0
Small (32-1),69468,21.0
Small (32-1),69487,19.0
Small (32-1),69512,25.0
Small (32-1),69535,23.0
Small (32-1),69562,27.0
Small (32-1),69586,24.0
Small (32-1),69609,23.0
Small (32-1),69634,25.0
Small (32-1),69656,22.0
Small (32-1),69682,26.0
Small (32-1),69706,24.0
Small (32-1),69726,20.0
Small (32-1),69754,28.0
Small (32-1),69775,21.0
Small (32-1),69797,22.0
Small (32-1),69821,24.0
Small (32-1),69847,26.0
Small (32-1),69871,24.0
Small (32-1),69900,29.0
Small (32-1),69925,25.0
Small (32-1),69954,29.0
Small (32-1),69976,22.0
Small (32-1),70007,31.0
Small (32-1),70036,29.0
Small (32-1),70059,23.0
Small (32-1),70083,24.0
Small (32-1),70108,25.0
Small (32-1),70130,22.0
Small (32-1),70156,26.0
Small (32-1),70182,26.0
Small (32-1),70201,19.0
Small (32-1),70224,23.0
Small (32-1),70243,19.0
Small (32-1),70259,16.0
Small (32-1),70279,20.0
Small (32-1),70299,20.0
Small (32-1),70320,21.0
Small (32-1),70339,19.0
Small (32-1),70357,18.0
Small (32-1),70383,26.0
Small (32-1),70406,23.0
Small (32-1),70430,24.0
Small (32-1),70454,24.0
Small (32-1),70475,21.0
Small (32-1),70496,21.0
Small (32-1),70518,22.0
Small (32-1),70537,19.0
Small (32-1),70557,20.0
Small (32-1),70578,21.0
Small (32-1),70598,20.0
Small (32-1),70616,18.0
Small (32-1),70634,18.0
Small (32-1),70649,15.0
Small (32-1),70675,26.0
Small (32-1),70704,29.0
Small (32-1),70730,26.0
Small (32-1),70748,18.0
Small (32-1),70776,28.0
Small (32-1),70795,19.0
Small (32-1),70819,24.0
Small (32-1),70840,21.0
Small (32-1),70863,23.0
Small (32-1),70881,18.0
Small (32-1),70897,16.0
Small (32-1),70925,28.0
Small (32-1),70945,20.0
Small (32-1),70976,31.0
Small (32-1),71005,29.0
Small (32-1),71029,24.0
Small (32-1),71060,31.0
Small (32-1),71088,28.0
Small (32-1),71112,24.0
Small (32-1),71141,29.0
Small (32-1),71170,29.0
Small (32-1),71200,30.0
Small (32-1),71227,27.0
Small (32-1),71248,21.0
Small (32-1),71274,26.0
Small (32-1),71296,22.0
Small (32-1),71322,26.0
Small (32-1),71349,27.0
Small (32-1),71368,19.0
Small (32-1),71390,22.0
Small (32-1),71411,21.0
Small (32-1),71431,20.0
Small (32-1),71450,19.0
Small (32-1),71469,19.0
Small (32-1),71491,22.0
Small (32-1),71509,18.0
Small (32-1),71526,17.0
Small (32-1),71545,19.0
Small (32-1),71566,21.0
Small (32-1),71591,25.0
Small (32-1),71608,17.0
Small (32-1),71627,19.0
Small (32-1),71642,15.0
Small (32-1),71663,21.0
Small (32-1),71681,18.0
Small (32-1),71706,25.0
Small (32-1),71727,21.0
Small (32-1),71750,23.0
Small (32-1),71767,17.0
Small (32-1),71791,24.0
Small (32-1),71814,23.0
Small (32-1),71831,17.0
Small (32-1),71853,22.0
Small (32-1),71878,25.0
Small (32-1),71897,19.0
Small (32-1),71921,24.0
Small (32-1),71949,28.0
Small (32-1),71977,28.0
Small (32-1),71996,19.0
Small (32-1),72011,15.0
Small (32-1),72029,18.0
Small (32-1),72050,21.0
Small (32-1),72144,94.0
Small (32-1),72252,108.0
Small (32-1),72406,154.0
Small (32-1),72447,41.0
Small (32-1),72623,176.0
Small (32-1),72680,57.0
Small (32-1),72851,171.0
Small (32-1),72881,30.0
Small (32-1),73053,172.0
Small (32-1),73234,181.0
Small (32-1),73409,175.0
Small (32-1),73579,170.0
Small (32-1),73728,149.0
Small (32-1),73875,147.0
Small (32-1),73976,101.0
Small (32-1),74044,68.0
Small (32-1),74190,146.0
Small (32-1),74259,69.0
Small (32-1),74457,198.0
Small (32-1),74485,28.0
Small (32-1),74509,24.0
Small (32-1),74526,17.0
Small (32-1),74547,21.0
Small (32-1),74563,16.0
Small (32-1),74580,17.0
Small (32-1),74593,13.0
Small (32-1),74608,15.0
Small (32-1),74624,16.0
Small (32-1),74637,13.0
Small (32-1),74651,14.0
Small (32-1),74665,14.0
Small (32-1),74679,14.0
Small (32-1),74691,12.0
Small (32-1),74702,11.0
Small (32-1),74711,9.0
Small (32-1),74721,10.0
Small (32-1),74730,9.0
Small (32-1),74739,9.0
Small (32-1),74751,12.0
Small (32-1),74762,11.0
Small (32-1),74772,10.0
Small (32-1),74780,8.0
Small (32-1),74790,10.0
Small (32-1),74799,9.0
Small (32-1),74807,8.0
Small (32-1),74817,10.0
Small (32-1),74827,10.0
Small (32-1),74836,9.0
Small (32-1),74845,9.0
Small (32-1),74855,10.0
Small (32-1),74865,10.0
Small (32-1),74874,9.0
Small (32-1),74884,10.0
Small (32-1),74895,11.0
Small (32-1),74903,8.0
Small (32-1),74913,10.0
Small (32-1),74922,9.0
Small (32-1),74931,9.0
Small (32-1),74940,9.0
Small (32-1),74950,10.0
Small (32-1),74960,10.0
Small (32-1),74970,10.0
Small (32-1),74979,9.0
Small (32-1),74989,10.0
Small (32-1),74998,9.0
Small (32-1),75010,12.0
Small (32-1),75020,10.0
Small (32-1),75030,10.0
Small (32-1),75040,10.0
Small (32-1),75049,9.0
Small (32-1),75060,11.0
Small (32-1),75069,9.0
Small (32-1),75079,10.0
Small (32-1),75091,12.0
Small (32-1),75101,10.0
Small (32-1),75109,8.0
Small (32-1),75118,9.0
Small (32-1),75126,8.0
Small (32-1),75135,9.0
Small (32-1),75145,10.0
Small (32-1),75154,9.0
Small (32-1),75163,9.0
Small (32-1),75173,10.0
Small (32-1),75186,13.0
Small (32-1),75195,9.0
Small (32-1),75205,10.0
Small (32-1),75214,9.0
Small (32-1),75223,9.0
Small (32-1),75232,9.0
Small (32-1),75242,10.0
Small (32-1),75252,10.0
Small (32-1),75263,11.0
Small (32-1),75274,11.0
Small (32-1),75284,10.0
Small (32-1),75294,10.0
Small (32-1),75304,10.0
Small (32-1),75313,9.0
Small (32-1),75323,10.0
Small (32-1),75332,9.0
Small (32-1),75342,10.0
Small (32-1),75352,10.0
Small (32-1),75361,9.0
Small (32-1),75369,8.0
Small (32-1),75378,9.0
Small (32-1),75388,10.0
Small (32-1),75398,10.0
Small (32-1),75407,9.0
Small (32-1),75417,10.0
Small (32-1),75427,10.0
Small (32-1),75437,10.0
Small (32-1),75447,10.0
Small (32-1),75458,11.0
Small (32-1),75469,11.0
Small (32-1),75478,9.0
Small (32-1),75487,9.0
Small (32-1),75496,9.0
Small (32-1),75505,9.0
Small (32-1),75517,12.0
Small (32-1),75527,10.0
Small (32-1),75538,11.0
Small (32-1),75550,12.0
Small (32-1),75560,10.0
Small (32-1),75570,10.0
Small (32-1),75579,9.0
Small (32-1),75589,10.0
Small (32-1),75599,10.0
Small (32-1),75609,10.0
Small (32-1),75618,9.0
Small (32-1),75627,9.0
Small (32-1),75635,8.0
Small (32-1),75645,10.0
Small (32-1),75655,10.0
Small (32-1),75664,9.0
Small (32-1),75674,10.0
Small (32-1),75684,10.0
Small (32-1),75694,10.0
Small (32-1),75702,8.0
Small (32-1),75711,9.0
Small (32-1),75720,9.0
Small (32-1),75730,10.0
Small (32-1),75739,9.0
Small (32-1),75749,10.0
Small (32-1),75757,8.0
Small (32-1),75767,10.0
Small (32-1),75778,11.0
Small (32-1),75788,10.0
Small (32-1),75798,10.0
Small (32-1),75806,8.0
Small (32-1),75817,11.0
Small (32-1),75827,10.0
Small (32-1),75836,9.0
Small (32-1),75845,9.0
Small (32-1),75855,10.0
Small (32-1),75865,10.0
Small (32-1),75874,9.0
Small (32-1),75884,10.0
Small (32-1),75893,9.0
Small (32-1),75902,9.0
Small (32-1),75910,8.0
Small (32-1),75922,12.0
Small (32-1),75931,9.0
Small (32-1),75941,10.0
Small (32-1),75950,9.0
Small (32-1),75959,9.0
Small (32-1),75970,11.0
Small (32-1),75981,11.0
Small (32-1),75990,9.0
Small (32-1),76003,13.0
Small (32-1),76012,9.0
Small (32-1),76022,10.0
Small (32-1),76032,10.0
Small (32-1),76042,10.0
Small (32-1),76054,12.0
Small (32-1),76064,10.0
Small (32-1),76074,10.0
Small (32-1),76084,10.0
Small (32-1),76096,12.0
Small (32-1),76110,14.0
Small (32-1),76120,10.0
Small (32-1),76137,17.0
Small (32-1),76187,50.0
Small (32-1),76256,69.0
Small (32-1),76295,39.0
Small (32-1),76333,38.0
Small (32-1),76389,56.0
Small (32-1),76439,50.0
Small (32-1),76475,36.0
Small (32-1),76521,46.0
Small (32-1),76564,43.0
Small (32-1),76605,41.0
Small (32-1),76642,37.0
Small (32-1),76680,38.0
Small (32-1),76696,16.0
Small (32-1),76730,34.0
Small (32-1),76747,17.0
Small (32-1),76761,14.0
Small (32-1),76769,8.0
Small (32-1),76778,9.0
Small (32-1),76788,10.0
Small (32-1),76800,12.0
Small (32-1),76809,9.0
Small (32-1),76820,11.0
Small (32-1),76832,12.0
Small (32-1),76841,9.0
Small (32-1),76850,9.0
Small (32-1),76859,9.0
Small (32-1),76868,9.0
Small (32-1),76877,9.0
Small (32-1),76886,9.0
Small (32-1),76895,9.0
Small (32-1),76905,10.0
Small (32-1),76915,10.0
Small (32-1),76925,10.0
Small (32-1),76933,8.0
Small (32-1),76943,10.0
Small (32-1),76957,14.0
Small (32-1),76966,9.0
Small (32-1),76977,11.0
Small (32-1),76985,8.0
Small (32-1),76995,10.0
Small (32-1),77004,9.0
Small (32-1),77013,9.0
Small (32-1),77023,10.0
Small (32-1),77032,9.0
Small (32-1),77041,9.0
Small (32-1),77050,9.0
Small (32-1),77060,10.0
Small (32-1),77070,10.0
Small (32-1),77080,10.0
Small (32-1),77089,9.0
Small (32-1),77100,11.0
Small (32-1),77109,9.0
Small (32-1),77119,10.0
Small (32-1),77130,11.0
Small (32-1),77141,11.0
Small (32-1),77151,10.0
Small (32-1),77161,10.0
Small (32-1),77170,9.0
Small (32-1),77180,10.0
Small (32-1),77191,11.0
Small (32-1),77203,12.0
Small (32-1),77214,11.0
Small (32-1),77226,12.0
Small (32-1),77238,12.0
Small (32-1),77248,10.0
Small (32-1),77260,12.0
Small (32-1),77272,12.0
Small (32-1),77285,13.0
Small (32-1),77297,12.0
Small (32-1),77308,11.0
Small (32-1),77318,10.0
Small (32-1),77331,13.0
Small (32-1),77342,11.0
Small (32-1),77355,13.0
Small (32-1),77366,11.0
Small (32-1),77382,16.0
Small (32-1),77394,12.0
Small (32-1),77411,17.0
Small (32-1),77425,14.0
Small (32-1),77442,17.0
Small (32-1),77486,44.0
Small (32-1),77520,34.0
Small (32-1),77555,35.0
Small (32-1),77593,38.0
Small (32-1),77638,45.0
Small (32-1),77669,31.0
Small (32-1),77713,44.0
Small (32-1),77747,34.0
Small (32-1),77796,49.0
Small (32-1),77843,47.0
Small (32-1),77909,66.0
Small (32-1),77938,29.0
Small (32-1),77986,48.0
Small (32-1),78020,34.0
Small (32-1),78083,63.0
Small (32-1),78138,55.0
Small (32-1),78179,41.0
Small (32-1),78271,92.0
Small (32-1),78318,47.0
Small (32-1),78373,55.0
Small (32-1),78433,60.0
Small (32-1),78482,49.0
Small (32-1),78575,93.0
Small (32-1),78613,38.0
Small (32-1),78657,44.0
Small (32-1),78712,55.0
Small (32-1),78759,47.0
Small (32-1),78798,39.0
Small (32-1),78836,38.0
Small (32-1),78878,42.0
Small (32-1),78934,56.0
Small (32-1),78987,53.0
Small (32-1),79023,36.0
Small (32-1),79083,60.0
Small (32-1),79143,60.0
Small (32-1),79190,47.0
Small (32-1),79236,46.0
Small (32-1),79280,44.0
Small (32-1),79338,58.0
Small (32-1),79378,40.0
Small (32-1),79421,43.0
Small (32-1),79462,41.0
Small (32-1),79514,52.0
Small (32-1),79577,63.0
Small (32-1),79624,47.0
Small (32-1),79678,54.0
Small (32-1),79719,41.0
Small (32-1),79762,43.0
Small (32-1),79807,45.0
