Learning Rate,Episode,Mean Total Reward,Std Dev
0.0001,556,18.0,8.318653737234168
0.0001,557,20.0,11.260550608207398
0.0001,558,15.4,3.8781438859330635
0.0001,559,27.6,22.17746604100658
0.0001,560,26.4,14.263239463740346
0.0001,561,13.8,3.1874754901018454
0.0001,562,18.8,7.833262411026455
0.0001,563,16.4,6.151422599691879
0.0001,564,25.2,14.905032707109367
0.0001,565,20.6,7.735631842325486
0.0001,566,26.2,11.124747188138704
0.0001,567,32.2,11.6
0.0001,568,34.6,20.16531675922796
0.0001,569,16.6,4.673328578219169
0.0001,570,15.2,6.523802572120037
0.0001,571,14.2,6.462197768561405
0.0001,572,19.2,8.37615663654877
0.0001,573,15.8,2.1354156504062622
0.0001,574,30.4,19.93589727100338
0.0001,575,16.0,5.549774770204643
0.0001,576,16.0,4.979959839195493
0.0001,577,26.2,11.77115117564973
0.0001,578,30.6,17.647662734764623
0.0001,579,15.0,4.381780460041329
0.0001,580,23.2,10.244998779892558
0.0001,581,16.4,4.923413450036469
0.0001,582,39.6,42.16443999390956
0.0001,583,17.8,6.305553108173778
0.0001,584,16.2,10.961751684835777
0.0001,585,13.8,2.9257477676655586
0.0001,586,16.0,4.604345773288535
0.0001,587,26.4,25.397637685422634
0.0001,588,24.4,6.681317235396026
0.0001,589,32.8,20.291870293297265
0.0001,590,28.0,19.687559523719543
0.0001,591,24.4,13.350655414622908
0.0001,592,20.2,5.035871324805669
0.0001,593,17.0,7.694153624668538
0.0001,594,14.0,3.03315017762062
0.0001,595,27.8,19.57958120083267
0.0001,596,16.4,3.6660605559646715
0.0001,597,22.8,7.833262411026455
0.0001,598,21.4,4.63033476111609
0.0001,599,20.6,8.522910301065007
0.0001,600,21.6,5.607138307550474
0.0001,601,14.2,2.481934729198171
0.0001,602,22.4,7.578918128598566
0.0001,603,19.2,13.919770113044253
0.0001,604,18.0,6.44980619863884
0.0001,605,18.6,5.885575587824865
0.0001,606,27.0,11.74734012447073
0.0001,607,19.0,8.12403840463596
0.0001,608,33.8,28.280028288528992
0.0001,609,51.0,36.98648401781386
0.0001,610,19.0,3.286335345030997
0.0001,611,39.6,35.21136180269091
0.0001,612,14.2,2.1354156504062622
0.0001,613,21.8,13.044539087296263
0.0001,614,19.4,9.54148835350125
0.0001,615,19.4,16.37803407005859
0.0001,616,23.8,20.212867188996224
0.0001,617,15.0,6.2289646009589745
0.0001,618,14.6,3.2619012860600183
0.0001,619,16.0,2.8284271247461903
0.0001,620,25.2,19.913814300630605
0.0001,621,20.8,7.30479294709987
0.0001,622,19.4,12.737346662472525
0.0001,623,19.8,9.620810776644555
0.0001,624,22.2,5.5641710972974225
0.0001,625,33.2,40.945817857261076
0.0001,626,14.0,2.5298221281347035
0.0001,627,16.0,2.6076809620810595
0.0001,628,14.2,3.370459909270543
0.0001,629,16.8,5.74108003776293
0.0001,630,24.6,19.334942461771124
0.0001,631,46.2,35.773733380792116
0.0001,632,17.2,4.214261501141095
0.0001,633,24.4,7.364781055808788
0.0001,634,27.6,14.513442045221389
0.0001,635,14.2,3.54400902933387
0.0001,636,24.4,5.314132102234569
0.0001,637,25.4,13.602940858505562
0.0001,638,21.0,10.373041983911952
0.0001,639,53.0,73.5255057786072
0.0001,640,29.8,20.380382724571195
0.0001,641,26.6,20.57765778702717
0.0001,642,17.6,8.754427451295717
0.0001,643,29.8,28.2588039378881
0.0001,644,28.0,21.04281350010022
0.0001,645,26.8,17.971087891388212
0.0001,646,25.6,15.640971836813723
0.0001,647,18.0,10.430723848324238
0.0001,648,15.2,3.249615361854384
0.0001,649,23.2,5.741080037762929
0.0001,650,16.6,3.6110940170535573
0.0001,651,21.2,12.12270596855339
0.0001,652,19.0,7.745966692414834
0.0001,653,19.2,5.528109984434101
0.0001,654,17.4,6.740919818541086
0.0001,655,18.4,2.8705400188814645
0.0001,656,21.2,8.657944328765344
0.0001,657,28.2,14.344336861632886
0.0001,658,15.2,4.791659420284375
0.0001,659,15.2,4.707440918375928
0.0001,660,33.6,35.99222138184861
0.0001,661,30.6,17.10672382427448
0.0001,662,20.0,7.694153624668538
0.0001,663,16.6,2.870540018881465
0.0001,664,17.2,7.025667228100119
0.0001,665,24.4,10.68831137270991
0.0001,666,19.0,5.656854249492381
0.0001,667,32.6,19.283153269110322
0.0001,668,33.2,16.252999723128035
0.0001,669,21.6,7.709734106958553
0.0001,670,23.6,14.38888459888396
0.0001,671,19.6,8.260750571225353
0.0001,672,30.6,18.017769007288333
0.0001,673,22.6,8.822698000045111
0.0001,674,17.4,6.2801273872430325
0.0001,675,21.0,3.847076812334269
0.0001,676,18.8,8.930845424706442
0.0001,677,42.8,35.72338169882577
0.0001,678,51.2,41.28631734606515
0.0001,679,23.8,8.681013765684282
0.0001,680,33.6,32.1658203688325
0.0001,681,24.6,11.235657524150511
0.0001,682,22.2,7.520638270785266
0.0001,683,35.4,27.470711676256222
0.0001,684,38.6,17.338973441354593
0.0001,685,19.0,7.402702209328699
0.0001,686,26.6,14.732277488562318
0.0001,687,22.8,4.791659420284375
0.0001,688,26.0,19.256167843057455
0.0001,689,40.4,34.75399257639329
0.0001,690,57.0,55.31365111796544
0.0001,691,29.0,22.154006409676782
0.0001,692,20.6,9.393614852653903
0.0001,693,53.8,42.11603020228758
0.0001,694,36.2,26.64132128855474
0.0001,695,18.2,8.034923770640267
0.0001,696,43.8,34.44648022657758
0.0001,697,19.0,6.06630035524124
0.0001,698,30.2,29.599999999999998
0.0001,699,24.8,8.885943956609225
0.0001,700,34.0,41.05118755894889
0.0001,701,20.2,11.9565881421081
0.0001,702,17.2,2.85657137141714
0.0001,703,18.8,6.43117407632541
0.0001,704,23.0,8.67179335547152
0.0001,705,18.2,6.20966987850401
0.0001,706,27.2,19.8030300711785
0.0001,707,19.8,8.772684879784524
0.0001,708,23.6,7.8383671769061705
0.0001,709,46.8,48.860618088599736
0.0001,710,19.8,7.19444229944198
0.0001,711,45.2,30.895954427724025
0.0001,712,26.0,16.84042754801671
0.0001,713,56.6,46.91524272557907
0.0001,714,21.8,11.973303637676613
0.0001,715,36.2,22.569005294872877
0.0001,716,22.0,8.555699854482976
0.0001,717,25.4,12.3547561691844
0.0001,718,28.4,13.455110553243328
0.0001,719,40.2,28.715152794300085
0.0001,720,37.6,22.73851358378555
0.0001,721,27.0,10.89954127475097
0.0001,722,44.4,32.85483221689011
0.0001,723,24.4,8.333066662399863
0.0001,724,44.6,45.87199581443999
0.0001,725,44.0,47.899895615752655
0.0001,726,20.0,7.9498427657407165
0.0001,727,34.0,27.86395521098898
0.0001,728,22.6,8.822698000045111
