Episode,Return
1,13.0
2,17.0
3,30.0
4,20.0
5,46.0
6,34.0
7,15.0
8,14.0
9,12.0
10,106.0
11,12.0
12,13.0
13,58.0
14,13.0
15,11.0
16,12.0
17,19.0
18,144.0
19,35.0
20,21.0
21,16.0
22,12.0
23,14.0
24,18.0
25,16.0
26,35.0
27,60.0
28,56.0
29,48.0
30,39.0
31,21.0
32,20.0
33,24.0
34,47.0
35,38.0
36,37.0
37,26.0
38,34.0
39,36.0
40,44.0
41,67.0
42,44.0
43,37.0
44,116.0
45,53.0
46,32.0
47,36.0
48,23.0
49,57.0
50,68.0
51,22.0
52,39.0
53,39.0
54,37.0
55,53.0
56,25.0
57,40.0
58,39.0
59,31.0
60,42.0
61,46.0
62,39.0
63,41.0
64,47.0
65,46.0
66,77.0
67,68.0
68,31.0
69,34.0
70,38.0
71,74.0
72,94.0
73,100.0
74,143.0
75,69.0
76,77.0
77,62.0
78,44.0
79,48.0
80,42.0
81,98.0
82,47.0
83,88.0
84,38.0
85,37.0
86,102.0
87,63.0
88,60.0
89,59.0
90,80.0
91,34.0
92,84.0
93,133.0
94,63.0
95,41.0
96,36.0
97,53.0
98,159.0
99,109.0
100,36.0
101,37.0
102,69.0
103,62.0
104,40.0
105,46.0
106,44.0
107,47.0
108,46.0
109,55.0
110,60.0
111,54.0
112,40.0
113,53.0
114,42.0
115,57.0
116,40.0
117,52.0
118,54.0
119,34.0
120,40.0
121,43.0
122,39.0
123,33.0
124,46.0
125,35.0
126,43.0
127,39.0
128,36.0
129,39.0
130,53.0
131,30.0
132,35.0
133,41.0
134,31.0
135,45.0
136,35.0
137,57.0
138,40.0
139,65.0
140,40.0
141,36.0
142,35.0
143,36.0
144,85.0
145,73.0
146,212.0
147,138.0
148,62.0
149,66.0
150,107.0
151,232.0
152,10.0
153,59.0
154,340.0
155,35.0
156,219.0
157,98.0
158,188.0
159,339.0
160,50.0
161,44.0
162,49.0
163,98.0
164,133.0
165,63.0
166,51.0
167,65.0
168,42.0
169,47.0
170,48.0
171,84.0
172,54.0
173,64.0
174,39.0
175,101.0
176,49.0
177,57.0
178,289.0
179,194.0
180,135.0
181,30.0
182,37.0
183,38.0
184,121.0
185,43.0
186,34.0
187,90.0
188,85.0
189,66.0
190,67.0
191,89.0
192,102.0
193,243.0
194,87.0
195,114.0
196,105.0
197,103.0
198,129.0
199,101.0
200,106.0
201,162.0
202,197.0
203,500.0
204,182.0
205,454.0
206,144.0
207,12.0
208,14.0
209,14.0
210,137.0
211,104.0
212,231.0
213,500.0
214,339.0
215,197.0
216,214.0
217,500.0
218,202.0
219,15.0
220,11.0
221,12.0
222,10.0
223,10.0
224,12.0
225,11.0
226,16.0
227,19.0
228,134.0
229,147.0
230,15.0
231,13.0
232,13.0
233,12.0
234,141.0
235,16.0
236,142.0
237,14.0
238,172.0
239,45.0
240,12.0
241,165.0
242,200.0
243,186.0
244,193.0
245,270.0
246,463.0
247,32.0
248,25.0
249,500.0
250,500.0
251,500.0
252,500.0
253,500.0
254,500.0
255,250.0
256,10.0
257,13.0
258,318.0
259,188.0
260,20.0
261,208.0
262,500.0
263,500.0
264,500.0
265,500.0
266,9.0
267,11.0
268,500.0
269,500.0
270,500.0
271,500.0
272,500.0
