Episode,Return
1,22.0
2,19.0
3,19.0
4,25.0
5,22.0
6,22.0
7,24.0
8,19.0
9,13.0
10,10.0
11,17.0
12,13.0
13,15.0
14,23.0
15,26.0
16,12.0
17,24.0
18,12.0
19,26.0
20,13.0
21,18.0
22,19.0
23,15.0
24,11.0
25,23.0
26,19.0
27,36.0
28,23.0
29,18.0
30,20.0
31,17.0
32,15.0
33,29.0
34,17.0
35,24.0
36,15.0
37,9.0
38,11.0
39,26.0
40,18.0
41,38.0
42,14.0
43,21.0
44,41.0
45,40.0
46,32.0
47,21.0
48,32.0
49,16.0
50,75.0
51,18.0
52,13.0
53,29.0
54,13.0
55,14.0
56,14.0
57,12.0
58,14.0
59,29.0
60,11.0
61,15.0
62,15.0
63,15.0
64,19.0
65,43.0
66,14.0
67,18.0
68,26.0
69,20.0
70,19.0
71,13.0
72,29.0
73,18.0
74,38.0
75,16.0
76,24.0
77,13.0
78,38.0
79,29.0
80,28.0
81,24.0
82,14.0
83,18.0
84,12.0
85,16.0
86,31.0
87,14.0
88,12.0
89,21.0
90,20.0
91,11.0
92,23.0
93,11.0
94,28.0
95,10.0
96,41.0
97,9.0
98,13.0
99,22.0
100,11.0
101,26.0
102,13.0
103,16.0
104,11.0
105,27.0
106,18.0
107,18.0
108,13.0
109,46.0
110,19.0
111,14.0
112,22.0
113,28.0
114,44.0
115,21.0
116,24.0
117,28.0
118,11.0
119,19.0
120,28.0
121,22.0
122,24.0
123,10.0
124,17.0
125,17.0
126,38.0
127,28.0
128,12.0
129,13.0
130,29.0
131,16.0
132,15.0
133,29.0
134,57.0
135,15.0
136,12.0
137,44.0
138,22.0
139,33.0
140,15.0
141,18.0
142,16.0
143,27.0
144,18.0
145,12.0
146,17.0
147,10.0
148,17.0
149,32.0
150,16.0
151,34.0
152,24.0
153,17.0
154,12.0
155,10.0
156,18.0
157,22.0
158,14.0
159,153.0
160,18.0
161,33.0
162,26.0
163,18.0
164,14.0
165,23.0
166,18.0
167,21.0
168,17.0
169,27.0
170,29.0
171,27.0
172,12.0
173,14.0
174,14.0
175,14.0
176,19.0
177,24.0
178,19.0
179,31.0
180,19.0
181,29.0
182,17.0
183,32.0
184,15.0
185,23.0
186,19.0
187,15.0
188,31.0
189,44.0
190,16.0
191,9.0
192,28.0
193,21.0
194,14.0
195,29.0
196,31.0
197,14.0
198,36.0
199,39.0
200,16.0
201,20.0
202,36.0
203,15.0
204,17.0
205,14.0
206,12.0
207,30.0
208,21.0
209,13.0
210,26.0
211,11.0
212,12.0
213,14.0
214,12.0
215,42.0
216,21.0
217,23.0
218,22.0
219,10.0
220,24.0
221,35.0
222,65.0
223,19.0
224,19.0
225,14.0
226,39.0
227,59.0
228,52.0
229,15.0
230,32.0
231,15.0
232,64.0
233,21.0
234,30.0
235,52.0
236,22.0
237,15.0
238,37.0
239,29.0
240,20.0
241,11.0
242,19.0
243,15.0
244,22.0
245,15.0
246,22.0
247,16.0
248,18.0
249,10.0
250,19.0
251,10.0
252,12.0
253,14.0
254,14.0
255,17.0
256,32.0
257,15.0
258,27.0
259,22.0
260,27.0
261,9.0
262,12.0
263,31.0
264,14.0
265,12.0
266,17.0
267,23.0
268,15.0
269,26.0
270,31.0
271,21.0
272,39.0
273,18.0
274,31.0
275,19.0
276,11.0
277,16.0
278,28.0
279,16.0
280,28.0
281,25.0
282,16.0
283,13.0
284,15.0
285,10.0
286,18.0
287,20.0
288,25.0
289,14.0
290,23.0
291,29.0
292,19.0
293,16.0
294,22.0
295,15.0
296,28.0
297,15.0
298,25.0
299,23.0
300,26.0
301,19.0
302,12.0
303,16.0
304,23.0
305,20.0
306,29.0
307,9.0
308,17.0
309,38.0
310,12.0
311,15.0
312,14.0
313,21.0
314,21.0
315,15.0
316,18.0
317,9.0
318,15.0
319,19.0
320,18.0
321,12.0
322,36.0
323,15.0
324,31.0
325,17.0
326,19.0
327,19.0
328,40.0
329,22.0
330,22.0
331,23.0
332,31.0
333,11.0
334,24.0
335,11.0
336,41.0
337,24.0
338,14.0
339,47.0
340,22.0
341,13.0
342,13.0
343,10.0
344,13.0
345,28.0
346,18.0
347,17.0
348,15.0
349,30.0
350,25.0
351,28.0
352,15.0
353,34.0
354,27.0
355,25.0
356,17.0
357,11.0
358,29.0
359,19.0
360,9.0
361,13.0
362,14.0
363,17.0
364,20.0
365,36.0
366,27.0
367,13.0
368,32.0
369,26.0
370,15.0
371,12.0
372,14.0
373,18.0
374,13.0
375,16.0
376,9.0
377,12.0
378,28.0
379,23.0
380,17.0
381,15.0
382,27.0
383,16.0
384,18.0
385,25.0
386,47.0
387,10.0
388,49.0
389,19.0
390,12.0
391,19.0
392,37.0
393,12.0
394,15.0
395,53.0
396,20.0
397,16.0
398,19.0
399,14.0
400,22.0
401,16.0
402,25.0
403,24.0
404,30.0
405,20.0
406,45.0
407,33.0
408,18.0
409,37.0
410,21.0
411,26.0
412,31.0
413,25.0
414,31.0
415,51.0
416,18.0
417,29.0
418,46.0
419,9.0
420,21.0
421,24.0
422,19.0
423,13.0
424,13.0
425,13.0
426,16.0
427,20.0
428,11.0
429,12.0
430,18.0
431,40.0
432,19.0
433,19.0
434,14.0
435,25.0
436,19.0
437,10.0
438,22.0
439,14.0
440,22.0
441,22.0
442,15.0
443,23.0
444,11.0
445,13.0
446,23.0
447,14.0
448,36.0
449,16.0
450,14.0
451,11.0
452,16.0
453,22.0
454,16.0
455,28.0
456,55.0
457,31.0
458,19.0
459,11.0
460,22.0
461,18.0
462,11.0
463,11.0
464,15.0
465,13.0
466,14.0
467,19.0
468,12.0
469,14.0
470,52.0
471,16.0
472,13.0
473,30.0
474,12.0
