Episode,Return
1,-271.32613810105283
2,-408.641811139464
3,-370.9963945204111
4,-468.26839920679606
5,-379.4541254988003
6,-330.0495074244516
7,-266.03662774251853
8,-142.46132839471048
9,-364.89570712250924
10,-452.8872494979805
11,-440.0018788970448
12,-318.818577899893
13,-380.7792710010417
14,-323.3045108302984
15,-455.3197396588189
16,-158.8476978550521
17,-304.41121085720357
18,-339.6475503908825
19,-115.83973525574581
20,-386.6605687528531
21,-301.839107029993
22,-133.76459787284088
23,-234.67196077554274
24,-456.229337960304
25,-327.85264883848276
26,-141.95020077231902
27,-352.8146998426875
28,-384.5995226962364
29,-172.18905444904237
30,-231.27418731944573
31,-366.96524665493075
32,-339.4060134216855
33,-241.3707398824963
34,-371.05496559182205
35,-451.9795814538638
36,-338.52040144557367
37,-435.7873198106043
38,-424.47502789788706
39,-253.0715508694754
40,-121.42117425504591
41,-322.4209642644346
42,-312.76823080955995
43,-188.65922485464696
44,-375.40215209836396
45,-414.00710582291794
46,-357.0211368661417
47,-217.0368563339264
48,-243.46137528246783
49,-282.20427788654956
50,-182.81729072461366
51,-211.10031575396823
52,-369.6785377835409
53,-244.29751728243133
54,-247.65457393687706
55,-280.9431444754608
56,-152.25392566640164
57,-428.29829599354963
58,-140.7420419867635
59,-442.2019941742824
60,-404.2636279875897
61,-222.98099933190383
62,-208.32088736149666
63,-407.3575900194877
64,-223.34118129699775
65,-253.05260093322042
66,-204.70107401018404
67,-280.52806234596306
68,-337.91733600965756
69,-81.28677347036074
70,-154.3227455491798
71,-336.42918923781525
72,-339.3711157349014
73,-386.54165201796695
74,-404.1894561507187
75,-256.3382843682368
76,-494.34212724687933
77,-205.68957880288065
78,-147.0276251460495
79,-303.3235296876471
80,-264.83740431191933
81,-309.151235614068
82,-335.03564177016995
83,-150.89991272099167
84,-182.4278161476799
85,-134.33200132123295
86,-318.2706662362548
87,-323.1163023382373
88,-417.587143423277
89,-290.1561863928591
90,-163.01166282446246
91,-258.47430240499074
92,-365.2843365274254
93,-222.39090449066768
94,-260.5066558026542
95,-112.5518455929878
96,-252.9259864927053
97,-213.69596119187844
98,-546.3833337186389
99,-205.11127197792152
100,-183.24260824563797
101,-163.30860380301914
102,-408.3957421427532
103,-351.83819370747307
104,-78.21259852292556
105,-156.92909928737066
106,-182.88442412468396
107,-240.21192371747492
108,-169.9060665692329
109,-240.70327666170846
110,-61.13417425663402
111,-431.4193834896802
112,-193.46696857617232
113,-170.280059324348
114,-197.60822114979513
115,-173.02703823067003
116,-225.39684523218187
117,-178.37637960603854
118,-154.25363158232972
119,-238.1874410902457
120,-166.48641763861247
121,-527.7901751679511
122,-139.46963649063
123,-276.52347116250945
124,-442.88716871128906
125,-276.51029012315183
126,-409.8731324951295
127,-449.11518354415773
128,-123.48874281334244
129,-206.0914456400472
130,-194.74237565807238
131,-225.47743002228043
132,-138.1197185132731
133,-218.82860952694094
134,-166.4127127426963
135,-150.05564165518098
136,-240.81682757991146
137,-195.35283047470546
138,-165.75622120519444
139,-121.43342200176784
140,-251.56255425805088
141,-112.3490951059591
142,-163.01555695966852
143,-165.97482411305387
144,-238.0030142656234
145,-352.1231592646842
146,-205.83295461473142
147,-158.88694795585877
148,-307.11406285456746
149,-188.28006895852866
150,-111.94947826747884
151,-72.06236901041044
152,-288.6275195482213
153,-150.1953914438953
154,-148.0657260184013
155,-74.31106063090738
156,-65.39509544330681
157,-158.58336682455305
158,-191.11254731538426
159,-167.01592236182952
160,-139.99584769384617
161,-178.96622876390336
162,-66.40543430193676
163,-97.43248676346069
164,-157.3237919460621
165,-126.28109528077269
166,-139.6478042983892
167,-130.04076189390912
168,-104.62506040934964
169,-114.76906993613733
170,-73.45617303360804
171,-15.335340885897416
172,-135.58342524569088
173,-363.96056334005317
174,-251.76575478145287
175,-314.0257666414877
176,-387.8157020664103
177,-173.53937499422273
178,-170.01559313004273
179,-51.23943329303907
180,-85.32099085592057
181,-369.27133343122006
182,-511.7608346688505
183,-132.81686376551954
184,16.29454409089604
185,-75.4727632129464
186,9.659685498423798
187,-339.0513225130249
188,-468.30922584436047
189,-147.74457770054764
190,-146.0399061166725
191,-117.26937270770107
192,-91.96353687706042
193,-291.33810335171086
194,-116.95555507605945
195,-127.36946125087188
196,-73.1712166167253
197,-82.15633727670411
198,-125.14603671778951
199,58.39570273864358
200,-138.1784217982682
201,-67.99826332908813
202,-78.73432713310945
203,-39.81542480960421
204,-46.941545849010744
205,-143.5091002833978
206,33.07509293316114
207,-62.41152904253996
208,1.6346307009679037
209,-89.565530522789
210,-288.68447534889685
211,-192.18714783483338
212,-297.61175317367207
213,16.304294102690335
214,4.344233434421824
215,-477.7231551547172
216,-343.1240194474614
217,87.24335050809826
218,-136.3728894319986
219,9.6453822041751
220,132.79396218440917
221,-466.59748974727097
222,-108.1272925274952
223,36.61116554744121
224,-254.78903119640728
225,-28.592016830803253
226,88.10560949090842
227,28.799870413781413
228,-342.25982176424213
229,71.97464004446466
230,-89.46934056111186
231,-39.894021287982774
232,-339.1329656475392
233,-15.546102036049902
234,-193.04439193195162
235,-0.6268570699511855
236,-90.09528040596592
237,-393.47768856787724
238,-96.48408498930446
239,-221.6499824827008
240,103.79348784337735
241,70.63234012584452
242,-43.52371578055019
243,-189.04681942503902
244,76.11088119438082
245,82.28597930815701
246,30.644853939878416
247,-370.3351508725588
248,-372.58557284038113
249,37.86838887906801
250,-51.92876921151303
251,-250.83843215887217
252,97.09514464468413
253,-10.748163078302639
254,141.2089432654756
255,-117.49312017053579
256,-67.13549756750116
257,113.74209337215812
258,19.865206925014647
259,-395.8079167620213
260,39.85501524112744
261,-324.9597716784663
262,180.62548546446732
263,222.06844966976308
264,132.2671220992343
265,251.85796312314122
266,-30.25689728689774
267,127.62646000801868
268,132.53146906333293
269,105.63987223961028
270,34.1256003047736
271,-332.1144123067948
272,248.32566430943209
273,183.70717065604344
274,242.83693020390277
275,-108.94908356636552
276,177.58876473806748
277,261.3334608680103
278,370.4081454495215
279,118.52319893599174
280,333.76551668969387
281,501.9128856931761
282,305.7902636925774
283,145.117833604603
284,197.94727914001862
285,222.23839066915585
286,453.3658335412696
287,491.0273670932793
288,423.70327369737686
289,390.467545300848
290,231.4366375984545
291,141.75731507856904
292,298.24796805825895
293,-50.783009314932755
294,312.6738583442592
295,374.32676084731827
296,512.2478354425452
297,417.804986000565
298,-104.79264869725175
299,426.04867808759263
300,383.8816212339114
301,273.29826832838614
302,447.3154691552409
303,213.94334295417113
304,568.7999021472633
305,492.6537473858972
306,432.66088439866246
307,610.6654025363213
308,570.4085971184288
309,-189.91923494898484
310,426.7376030844972
311,527.9203352040465
312,450.4849549659651
313,594.7499705312804
314,551.1432278583001
315,643.225726628727
316,559.75719562461
317,445.30564600280513
318,602.3733212767106
319,536.8150824246555
320,599.6514678236239
321,-252.34590111606514
322,561.0723307592908
323,636.8961484559509
324,433.5056317726465
325,696.5897403598809
326,658.4816864657682
327,640.6460047302899
328,484.8980824959806
329,696.279100371837
330,798.4004949509101
331,625.5770618779942
332,282.585582286571
333,856.1557955025885
334,671.4311976550589
335,-321.47641748179205
336,493.53341988336985
337,563.5891077154681
338,628.6087695896263
339,712.3076556740062
340,720.6472547527046
341,662.0997119629982
342,720.6219804543954
343,747.3688952046465
344,665.9508402760833
345,810.9193636763955
346,634.3160198553626
347,702.7375194817596
348,647.8100900256538
349,659.1611303297195
350,635.2260820779504
351,-266.55753885355387
352,734.7326079324636
353,706.6758476552876
354,653.5358326518473
355,916.8074640846687
356,799.4621024877742
357,793.6809209183905
358,648.5051451152165
359,-2.039005516715534
360,706.4306276985249
361,814.9871209383061
362,788.6771434822297
363,491.3116311708975
364,328.43075587273916
365,605.1984317414998
366,806.2812579446125
367,714.040079218529
368,465.82420453588804
369,807.5171818044653
370,727.2376039893711
371,884.6190657587881
372,939.544212000583
373,603.3790033796245
374,-451.31652087555153
375,810.9646499835692
376,442.39237524011605
377,626.6321282246288
378,797.8900923142763
379,859.1777266813252
380,681.450209975557
381,883.3335575643578
382,858.2096493413839
383,765.3756551232987
384,651.4644260982897
385,56.622153816791354
386,788.2081053967531
387,985.377295385751
388,900.2725148687025
389,495.7472562570672
390,462.1639859760262
391,983.4803700224052
392,811.5986357660593
393,747.5168403291648
394,727.0578194066359
395,1031.9292228439501
396,893.9332090131325
397,669.185191608894
398,1035.1723261885973
399,746.3850157755322
400,190.9066490459355
401,749.442869027047
402,734.111988560316
403,860.7536599849118
404,1180.32538833923
405,487.49185188233014
406,581.4917169835605
407,876.4420308192368
408,676.2427322721246
409,997.8634734267459
410,1021.9885787442872
411,988.1514639318343
412,621.6578202833986
413,1006.9764930622491
414,949.4708490684882
415,952.7343872369947
416,1011.0380041968796
417,873.5559449991199
418,780.1900044790307
419,918.6237935310319
420,948.691345973522
421,951.4512396026691
422,1031.3998340130768
423,-650.1697766222462
424,776.0540538461892
425,892.5590159767503
426,999.7495775127604
427,192.3900370232479
428,936.5825470588682
429,934.0811065442913
430,995.5551709767267
431,951.4469134201346
432,675.3395774329595
433,906.6655989189541
434,1063.8662864796229
435,1072.4262261890844
436,1118.7388266739897
437,1102.815676204883
438,854.0318100906334
439,985.021673106661
440,853.8685451192408
441,954.7110492428951
442,827.8774684001958
443,906.4425996964891
444,1068.4674685861007
445,964.7803132743866
446,926.1310108796514
447,975.1944837755482
448,920.4779859781952
449,919.7579887793779
450,1026.8939909225128
451,891.4691261540954
452,1068.1833992283275
453,1017.338302455684
454,856.9795180514905
455,888.7348228802468
456,1156.4004158634264
457,1029.4046613087219
458,628.3558786845033
459,1083.4044428895693
460,989.1823802663112
461,1012.7696490847396
462,1032.4164443076602
463,1069.4344452298662
464,808.9330986989271
465,1148.3819891448911
466,1052.2453153276479
467,1027.0946632244904
468,1282.2980665924993
469,1109.0523989589074
470,1299.7500966034977
471,884.3153346370382
472,1051.0557805763303
473,1115.6729366286036
474,917.7982295320815
475,1052.6159606093247
476,973.9614559831753
477,1198.690066232828
478,972.757237638622
479,937.3336522689171
480,874.7712121306439
481,835.9748363885918
482,1022.0713700717828
483,843.979090031595
484,878.1778257951247
485,803.7983547394967
486,926.8349603987484
487,1140.350094410726
488,865.4648827207051
489,1212.22517370046
490,824.3762785135204
491,918.3648305058805
492,1024.6139673369435
493,919.638727180613
494,1252.4193626235196
495,865.696268507118
496,1100.11141233032
497,869.8503309303453
498,1048.569916021088
